generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-36.579,-7986.5,10,1
50000,25,212.7,-1668.58,24.7143,0.313
100000,29,242.679,-1246.15,26.4816,0.256
150000,29,246.672,-1044.39,22.6813,0.242
200000,38,330.398,-996.211,30.2456,0.256
250000,28,236.542,-951.235,47.6355,0.254
300000,46,379.874,-881.963,47.8818,0.233
350000,50,408.856,-835.469,46.2372,0.243
400000,46,378.663,-896.001,31.6743,0.241
450000,37,303.741,-765.305,33.0472,0.227
500000,55,446.894,-749.004,65.5461,0.236
550000,59,478.442,-826.742,41.99,0.24
600000,46,379.874,-779.296,37.2538,0.254
650000,62,513.081,-776.47,56.5753,0.244
700000,46,374.634,-750.583,39.5305,0.232
750000,59,489.924,-806.182,58.9233,0.25
800000,48,398.309,-723.632,42.451,0.207
850000,47,397.166,-791.141,36.5184,0.246
900000,53,434.306,-703.195,45.0282,0.249
950000,74,606.162,-659.895,57.8679,0.247
1000000,83,686.045,-695.06,94.7331,0.254
1050000,43,360.437,-714.288,49.201,0.235
1100000,47,387.031,-641.208,41.2184,0.232
1150000,57,461.804,-685.668,56.7389,0.249
1200000,59,485.027,-744.62,43.5987,0.24
1250000,62,507.108,-758.126,53.5812,0.25
1300000,70,587.203,-720.257,55.8604,0.238
1350000,86,673.562,-689.084,83.6017,0.236
1400000,90,730.874,-713.871,81.9397,0.245
1450000,74,596.779,-756.625,64.5757,0.234
1500000,61,498.151,-718.837,51.2823,0.23
1550000,78,634.896,-682.437,69.6377,0.262
1600000,90,725.126,-689.834,91.8714,0.249
1650000,93,768.772,-644.946,83.6233,0.254
1700000,77,620.223,-653.739,68.2471,0.255
1750000,44,364.055,-644.558,40.1993,0.232
1800000,81,647.908,-702.979,82.6407,0.239
1850000,76,620.967,-679.911,71.9287,0.235
1900000,73,595.189,-705.744,64.2836,0.249
1950000,74,602.78,-653.374,64.3267,0.224
2000000,82,677.289,-700.692,60.0982,0.246
2050000,72,604.357,-681.27,63.7833,0.238
2100000,96,799.826,-709.5,91.9654,0.276
2150000,86,700.509,-659.447,85.8405,0.241
2200000,87,727.563,-614.389,71.7092,0.247
2250000,69,567.684,-672.43,65.0042,0.239
2300000,66,534.786,-612.135,70.8604,0.218
2350000,93,770.037,-609.206,91.4602,0.217
2400000,100,805.277,-589.257,116.253,0.244
2450000,95,775.876,-560.083,89.9721,0.222
2500000,76,600.215,-621.439,71.6096,0.238
2550000,107,864.599,-620.029,97.2289,0.246
2600000,76,618.498,-623.624,67.5118,0.237
2650000,108,867.933,-579.178,117.412,0.226
2700000,85,705.515,-566.828,69.7567,0.229
2750000,110,904.524,-633.441,102.384,0.251
2800000,104,844.915,-616.552,94.5708,0.224
2850000,88,709.2,-641.594,88.6929,0.225
2900000,99,801.607,-583.392,73.0392,0.211
2950000,96,790.918,-606.963,80.9543,0.238
3000000,89,719.147,-642.054,75.1026,0.228
3050000,96,747.192,-610.772,99.2205,0.226
3100000,88,723.072,-644.23,79.8119,0.238
3150000,77,627.102,-668.135,67.5454,0.246
3200000,91,756.542,-709.409,93.893,0.247
3250000,97,796.271,-716.306,102.188,0.248
3300000,96,798.201,-671.8,74.4141,0.246
3350000,111,880.749,-626.057,103.711,0.219
3400000,112,921.295,-572.487,101.795,0.226
3450000,92,740.255,-627.257,83.211,0.266
3500000,100,823.988,-630.221,87.5073,0.217
3550000,115,939.729,-642.106,108.036,0.227
3600000,121,972.16,-638.084,104.926,0.232
3650000,121,974.107,-603.45,107.131,0.241
3700000,124,1000.25,-700.518,126.353,0.246
3750000,101,825.31,-725.443,99.7835,0.238
3800000,63,509.622,-604.786,67.49,0.205
3850000,112,894.042,-688.453,127.131,0.217
3900000,116,928.951,-668.458,101.194,0.25
3950000,84,681.281,-652.19,78.5576,0.242
4000000,85,674.108,-666.717,85.8973,0.234
4050000,94,751.887,-628.893,109.302,0.251
4100000,96,766.134,-685.972,75.7484,0.263
4150000,103,820.205,-631.498,103.416,0.212
4200000,112,901.613,-638.857,114.941,0.227
4250000,102,809.902,-546.103,85.1523,0.257
4300000,98,792.613,-602.941,87.6292,0.234
4350000,105,832.558,-693.29,88.0102,0.279
4400000,88,723.936,-686.236,73.3654,0.223
4450000,86,706.786,-649.089,72.8203,0.248
4500000,75,607.722,-670.861,74.0101,0.244
4550000,95,753.496,-629.244,90.8359,0.24
4600000,90,737.887,-693.98,100.304,0.235
4650000,79,647.829,-684.894,70.6247,0.246
4700000,109,858.04,-678.906,97.2871,0.245
4750000,64,516.361,-559.683,71.3368,0.232
4800000,85,684.607,-633.351,71.1887,0.234
4850000,117,966.639,-592.687,118.34,0.225
4900000,135,1080.77,-680.586,121.514,0.232
4950000,132,1059.43,-717.361,140.747,0.248
5000000,99,795.921,-676.721,93.7584,0.238
5050000,127,1036.68,-627.962,124.9,0.224
5100000,118,953.093,-666.037,113.135,0.229
5150000,104,842.199,-646.252,83.9296,0.228
5200000,105,856.356,-637.322,114.815,0.259
5250000,85,688.09,-631.723,75.2623,0.246
5300000,93,732.863,-592.009,81.0584,0.257
5350000,96,756.457,-628.193,80.5317,0.237
5400000,89,713.586,-583.386,82.8624,0.227
5450000,117,941.937,-644.967,101.137,0.245
5500000,99,790.855,-624.13,91.3837,0.249
5550000,98,801.502,-646.824,79.828,0.251
5600000,101,806.735,-619.072,103.769,0.251
5650000,85,690.529,-643.999,70.1325,0.261
5700000,84,684.734,-563.601,101.67,0.224
5750000,100,818.268,-605.428,86.6715,0.22
5800000,115,934.939,-541.844,102.371,0.23
5850000,124,1013.44,-574.764,119.028,0.253
5900000,116,937.358,-564.102,98.6801,0.236
5950000,126,999.529,-586.982,121.305,0.228
6000000,141,1132.68,-558.169,140.933,0.231
6050000,133,1064.74,-512.294,119.969,0.262
6100000,98,787.427,-480.04,97.5366,0.21
6150000,118,945.502,-508.929,110.955,0.214
6200000,130,1031.93,-572.168,117.22,0.212
6250000,103,833.312,-581.411,107.075,0.233
6300000,99,808.529,-607.694,82.3464,0.224
6350000,121,996.044,-609.03,105.694,0.226
6400000,93,747.717,-582.232,91.5873,0.206
6450000,104,850.143,-682.976,95.8322,0.233
6500000,75,607.184,-641.21,74.2523,0.242
6550000,104,847.351,-701.282,88.1153,0.241
6600000,106,872.665,-665.791,86.3491,0.269
6650000,80,646.303,-621.895,82.9864,0.234
6700000,110,881.108,-611.719,83.9947,0.235
6750000,85,678.443,-544.564,70.4928,0.238
6800000,101,823.458,-592.05,90.0862,0.257
6850000,74,594.755,-672.237,54.4387,0.227
6900000,81,660.235,-632.961,71.0391,0.238
6950000,122,997.9,-616.747,112.167,0.243
7000000,97,782.381,-592.16,91.3846,0.239
7050000,131,1065.35,-565.823,119.086,0.268
7100000,105,855.706,-585.747,70.766,0.253
7150000,106,858.966,-511.031,102.347,0.236
7200000,128,1010.49,-503.055,128.186,0.237
7250000,120,960.918,-556.594,108.445,0.21
7300000,123,993.287,-648.094,124.661,0.233
7350000,109,904.558,-607.101,87.4267,0.236
7400000,89,700.398,-583.132,76.3866,0.223
7450000,81,648.548,-583.468,91.8294,0.249
7500000,103,831.555,-524.465,98.2987,0.23
7550000,83,684.497,-531.654,68.3093,0.246
7600000,112,896.436,-545.087,95.9496,0.236
7650000,108,876.218,-523.242,97.8868,0.23
7700000,93,748.266,-545.677,90.5161,0.224
7750000,107,862.44,-518.145,92.9661,0.226
7800000,80,633.344,-568.667,76.8504,0.24
7850000,104,851.445,-529.43,89.5671,0.206
7900000,87,694.246,-529.912,80.7258,0.244
7950000,111,869.734,-554.735,105.156,0.244
8000000,78,618.254,-569.543,67.6972,0.246
8050000,118,948.896,-533.097,113.605,0.21
8100000,112,897.022,-565.725,109.676,0.219
8150000,101,813.688,-495.485,92.999,0.228
8200000,114,902.007,-443.901,108.927,0.239
8250000,103,844.722,-510.646,91.868,0.253
8300000,86,684.287,-509.42,80.9082,0.247
8350000,97,775.334,-556.38,83.4223,0.258
8400000,100,802.034,-614.667,90.8572,0.257
8450000,85,690.705,-582.214,69.4693,0.236
8500000,90,742.014,-640.326,75.412,0.245
8550000,82,668.385,-537.74,65.3782,0.252
8600000,99,791.349,-576.642,86.1403,0.222
8650000,85,698.772,-567.068,81.8338,0.249
8700000,92,738.748,-583.604,82.1425,0.237
8750000,115,926.101,-558.098,107.01,0.231
8800000,127,1016.91,-551.018,103.073,0.23
8850000,146,1165.64,-512.956,142.424,0.208
8900000,139,1126.2,-519.986,127.113,0.257
8950000,119,977.923,-564.515,112.255,0.259
9000000,120,973.351,-548.349,123.246,0.235
9050000,129,1045.62,-496.403,104.8,0.238
9100000,114,898.271,-487.939,118.291,0.226
9150000,108,861.132,-456.709,96.3543,0.221
9200000,112,910.629,-493.589,108.228,0.248
9250000,91,744.701,-551.734,84.5138,0.251
9300000,114,909.943,-544.212,111.85,0.241
9350000,109,865.242,-600.828,103.183,0.233
9400000,119,963.896,-587.025,111.539,0.235
9450000,128,1044.69,-519.251,118.8,0.239
9500000,121,982.741,-488.819,120.222,0.226
9550000,111,894.172,-531.129,95.5355,0.231
9600000,93,743.088,-534.789,74.1566,0.212
9650000,120,979.283,-538.114,112.758,0.213
9700000,141,1137.75,-521.6,133.628,0.234
9750000,118,937.093,-463.303,128.233,0.231
9800000,94,750.447,-522.34,98.4348,0.243
9850000,102,816,-520.196,100.734,0.217
9900000,111,892.267,-596.36,102.617,0.255
9950000,94,758.204,-571.556,71.9332,0.245
10000000,122,969.38,-601.054,122.982,0.246
10050000,129,1039.52,-574.682,108.309,0.229
10100000,129,1038.18,-605.474,140.09,0.245
10150000,146,1188.1,-589.64,146.913,0.23
10200000,115,945.977,-548.011,112.869,0.233
10250000,110,888.405,-502.509,94.5658,0.233
10300000,105,832.624,-494.429,107.166,0.209
10350000,90,732.004,-457.658,78.9928,0.236
10400000,102,832.347,-449.607,91.2062,0.249
10450000,119,944.967,-511.824,100.175,0.242
10500000,125,1019.58,-527.439,103.691,0.234
10550000,121,974.968,-518.863,120.721,0.25
10600000,130,1047.59,-555.004,111.446,0.231
10650000,107,860.954,-499.92,125.41,0.227
10700000,107,854.342,-514.423,82.3858,0.228
10750000,111,910.984,-510.442,97.7378,0.234
10800000,116,943.611,-516.35,122.479,0.248
10850000,110,884.871,-515.503,96.2865,0.24
10900000,125,1012.79,-532.804,110.869,0.245
10950000,99,793.479,-568.25,74.53,0.245
11000000,116,924.723,-552.236,108.751,0.231
11050000,112,887.991,-472.165,80.1661,0.262
11100000,136,1102.88,-559.85,114.059,0.245
11150000,134,1063.59,-500.606,125.037,0.236
11200000,111,893.402,-528.954,118.926,0.233
11250000,89,708.195,-515.467,69.6199,0.24
11300000,101,817.295,-505.575,95.0872,0.189
11350000,106,826.461,-520.458,105.77,0.227
11400000,115,928.853,-520.41,114.537,0.234
11450000,101,801.473,-490.533,93.9573,0.222
11500000,112,903.542,-429.121,102.737,0.242
11550000,173,1402.22,-524.049,130.104,0.223
11600000,132,1062.97,-548.786,112.844,0.219
11650000,107,863.356,-607.391,94.6011,0.238
11700000,125,1021.33,-534.574,114.372,0.222
11750000,90,715.582,-528.724,75.5564,0.221
11800000,141,1125.78,-605.637,160.579,0.254
11850000,94,745.62,-593.23,77.624,0.234
11900000,81,645.868,-508.2,81.9069,0.217
11950000,95,759.266,-539.474,98.5245,0.219
12000000,99,790.216,-626.722,87.5171,0.232
12050000,82,651.568,-585.106,79.3778,0.227
12100000,109,877.336,-590.815,91.0511,0.245
12150000,95,754.055,-545.037,96.9073,0.231
12200000,119,974.018,-503.019,100.384,0.231
12250000,87,697.035,-527.157,87.8359,0.235
12300000,117,941.8,-474.144,115.841,0.225
12350000,111,886.902,-541.113,105.538,0.231
12400000,101,805.102,-526.056,97.9102,0.227
12450000,93,734.578,-531.05,82.7206,0.227
12500000,122,989.011,-512.706,110.511,0.235
12550000,116,932.849,-564.091,109.955,0.223
12600000,105,851.187,-509.106,98.5876,0.237
12650000,116,931.911,-517.524,101.12,0.234
12700000,136,1079.89,-492.781,129.012,0.251
12750000,135,1069.63,-575.29,131.704,0.245
12800000,114,913.473,-491.08,91.9223,0.233
12850000,105,828.002,-517.511,89.9273,0.227
12900000,108,843.047,-515.967,115.406,0.241
12950000,118,929.533,-518.879,110.645,0.251
13000000,123,977.921,-548.027,104.957,0.222
13050000,96,797.548,-538.977,71.1973,0.198
13100000,89,729.425,-527.355,72.7953,0.241
13150000,110,899.602,-510.212,91.2271,0.233
13200000,150,1193.66,-501.715,149.18,0.242
13250000,144,1172.8,-512.855,123.136,0.238
13300000,135,1077.59,-423.91,116.412,0.205
13350000,155,1262.1,-459.538,148.985,0.226
13400000,137,1126.94,-472.074,130.398,0.247
13450000,100,803.233,-488.699,73.9183,0.215
13500000,95,766.316,-485.41,94.3658,0.226
13550000,122,983.123,-511.048,105.155,0.247
13600000,129,1052.5,-541.973,122.484,0.243
13650000,135,1108.57,-514.25,129.697,0.244
13700000,120,974.821,-542.023,142.697,0.231
13750000,95,761.523,-482.224,84.75,0.227
13800000,145,1191.17,-448.033,127.648,0.234
13850000,146,1186.21,-460.771,128.359,0.228
13900000,147,1189.59,-440.832,130.549,0.228
13950000,142,1145.92,-534.191,130.893,0.224
14000000,130,1066.81,-538.233,109.124,0.24
14050000,104,828.986,-532.326,84.1031,0.252
14100000,117,958.828,-496.388,96.6902,0.244
14150000,118,940.695,-487.828,107.79,0.228
14200000,134,1074.33,-459.96,129.441,0.244
14250000,127,1029.18,-479.511,130.192,0.239
14300000,111,907.351,-478.196,116.151,0.229
14350000,143,1153.56,-526.128,134.226,0.235
14400000,141,1138.03,-547.724,131.339,0.247
14450000,136,1077.49,-511.366,124.039,0.218
14500000,127,1009.58,-508.146,110.141,0.232
14550000,120,952.807,-606.265,96.9797,0.239
14600000,116,930.343,-557.475,108.426,0.235
14650000,101,795.79,-526.685,91.1379,0.219
14700000,115,924.743,-533.026,111.352,0.227
14750000,122,984.301,-573.847,94.315,0.25
14800000,115,910.627,-615.387,94.9934,0.247
14850000,134,1088.99,-523.187,128.017,0.227
14900000,112,917.651,-586.716,125.047,0.241
14950000,113,905.275,-549.814,101.131,0.236
15000000,150,1200.57,-571.446,127.06,0.238
15050000,140,1120.15,-544.342,123.861,0.22
15100000,113,899.292,-500.074,95.9053,0.247
15150000,152,1232.02,-517.628,141.657,0.231
15200000,159,1301.75,-558.805,142.419,0.231
15250000,137,1105.05,-425.042,145.828,0.205
15300000,101,820.153,-432.968,84.8389,0.212
15350000,163,1306.56,-477.971,145.658,0.241
15400000,133,1070.54,-414.774,109.597,0.242
15450000,136,1090.03,-430.567,113.186,0.228
15500000,110,882.096,-421.069,100.557,0.225
15550000,114,916.325,-526.563,107.236,0.246
15600000,100,798.666,-525.777,87.9323,0.246
15650000,111,870.594,-463.733,90.4931,0.228
15700000,114,932.411,-550.203,105.637,0.233
15750000,85,671.16,-630.72,92.8917,0.238
15800000,104,849.191,-513.283,98.097,0.218
15850000,99,792.171,-489.634,87.8304,0.236
15900000,138,1105.75,-519.294,122.428,0.232
15950000,133,1063.73,-618.337,123.729,0.239
16000000,116,932.167,-515.752,108.98,0.219
16050000,99,801.228,-521.967,89.4006,0.246
16100000,128,1049.66,-477.685,106.149,0.21
16150000,139,1132.08,-512.02,141.118,0.254
16200000,118,935.354,-576.015,112.922,0.24
16250000,89,712.71,-545.27,94.052,0.245
16300000,157,1285.41,-573.031,145.531,0.236
16350000,142,1136.64,-528.247,135.4,0.271
16400000,132,1059.7,-545.583,103.946,0.233
16450000,117,926.003,-647.743,111.36,0.241
16500000,109,874.996,-595.653,90.1077,0.247
16550000,114,935.297,-514.318,98.6044,0.235
16600000,128,1031.08,-514.844,113.89,0.234
16650000,121,997.374,-544.212,106.328,0.244
16700000,133,1076.36,-603.771,121.499,0.247
16750000,132,1067.93,-560.656,112.087,0.234
16800000,96,760.994,-519.645,87.8427,0.234
16850000,114,905.062,-536.124,118.828,0.245
16900000,116,935.903,-490.431,129.972,0.228
16950000,129,1021.61,-506.898,111.499,0.243
17000000,132,1055.96,-492.563,115.486,0.227
17050000,134,1077.52,-507.843,132.142,0.244
17100000,149,1196.39,-462.83,153.145,0.224
17150000,145,1180.67,-474.523,132.962,0.247
17200000,124,1002.5,-572.549,115.375,0.242
17250000,95,762.097,-534.681,98.4541,0.244
17300000,126,998.368,-463.385,115.841,0.245
17350000,107,835.643,-531.28,104.837,0.218
17400000,119,945.735,-449.987,126.149,0.24
17450000,128,1012.65,-468.229,117.882,0.237
17500000,120,934.293,-441.788,118.675,0.236
17550000,130,1046.15,-478.584,110.976,0.23
17600000,105,817.867,-515.307,78.8208,0.223
17650000,134,1077.52,-485.159,116.512,0.244
17700000,121,974.184,-563.353,108.011,0.239
17750000,120,966.568,-570.171,121.71,0.22
17800000,129,1059.02,-551.759,119.368,0.242
17850000,118,976.954,-534.464,105.258,0.233
17900000,118,959.263,-575.745,114.87,0.235
17950000,130,1027.05,-546.272,115.11,0.266
18000000,135,1081.15,-555.684,132.595,0.236
18050000,170,1388.34,-546.861,146.983,0.217
18100000,117,955.079,-512.097,111.62,0.245
18150000,105,843.389,-581.142,92.7353,0.259
18200000,115,927.696,-558.942,119.48,0.225
18250000,122,987.543,-512.989,99.5764,0.215
18300000,140,1143.73,-545.274,149.903,0.25
18350000,149,1212.73,-522.029,161.499,0.234
18400000,135,1072.67,-500.215,114.567,0.239
18450000,121,958.253,-540.035,109.6,0.216
18500000,150,1192.41,-486.425,137.279,0.252
18550000,133,1068.45,-508.55,126.942,0.234
18600000,121,989.876,-482.551,100.405,0.237
18650000,112,896.017,-513.996,109.469,0.237
18700000,127,1026.52,-516.94,126.558,0.238
18750000,114,924.394,-476.646,102.532,0.229
18800000,122,986.53,-476.317,120.634,0.241
18850000,113,906.997,-504.058,105.75,0.218
18900000,123,998.917,-454.052,104.843,0.22
18950000,141,1135.28,-497.01,128.73,0.24
19000000,139,1123.13,-461.08,136.019,0.209
19050000,121,966.374,-565.821,130.872,0.227
19100000,100,816.41,-469.774,100.698,0.219
19150000,107,867.295,-573.015,88.2744,0.213
19200000,135,1101.92,-533.788,117.335,0.239
19250000,105,833.314,-575.408,117.711,0.241
19300000,117,940.657,-519.592,103.684,0.227
19350000,103,843.679,-492.569,100.917,0.227
19400000,128,1035.64,-496.664,120.295,0.232
19450000,120,984.947,-475.369,102.314,0.251
19500000,143,1163.22,-545.021,146.257,0.212
19550000,138,1112.13,-464.899,134.433,0.231
19600000,147,1185.82,-499.546,134.765,0.26
19650000,126,1014.59,-508.539,128.394,0.252
19700000,100,799.463,-495.53,98.3662,0.248
19750000,123,1003.4,-541.141,120.02,0.237
19800000,97,789.608,-507.748,83.2838,0.232
19850000,123,999.783,-480.093,126.107,0.233
19900000,136,1095.59,-530.468,123.755,0.242
19950000,122,975.977,-526.84,126.093,0.245
20000000,138,1110.88,-492.839,126.291,0.242
20050000,138,1121.15,-526.186,120.691,0.247
20100000,114,914.895,-590.528,98.3084,0.252
20150000,111,898.517,-538.279,86.7541,0.229
20200000,102,813.171,-576.025,89.182,0.256
20250000,109,874.472,-591.838,109.281,0.254
20300000,119,939.83,-518.081,94.0137,0.237
20350000,121,957.791,-483.85,101.661,0.246
20400000,128,1023.07,-527.914,114.443,0.217
20450000,122,985.402,-556.44,99.651,0.227
20500000,156,1250.16,-502.556,147.677,0.226
20550000,110,860.99,-521.591,121.557,0.251
20600000,113,902.002,-454.851,119.626,0.234
20650000,137,1096.84,-444.511,103.016,0.247
20700000,174,1401.46,-461.498,163.518,0.237
20750000,161,1314.55,-524.214,155.369,0.247
20800000,193,1586.61,-450.957,190.461,0.239
20850000,180,1457.7,-421.733,142.893,0.243
20900000,168,1350.18,-477.647,148.927,0.241
20950000,168,1329.74,-477.623,160.715,0.243
21000000,157,1257.94,-500.842,136.852,0.267
21050000,141,1151.31,-503.262,139.145,0.22
21100000,131,1063.85,-506.384,106.273,0.251
21150000,146,1188.15,-521.257,136.792,0.231
21200000,171,1374.65,-467.276,134.769,0.248
21250000,145,1160.59,-492.988,155.357,0.223
21300000,184,1478.25,-509.164,195.821,0.242
21350000,149,1182.89,-466.553,148.402,0.24
21400000,156,1233.4,-503.77,146.74,0.247
21450000,141,1116.69,-437.143,127.575,0.229
21500000,130,1029.43,-450.955,129.918,0.229
21550000,116,937.754,-525.293,120.981,0.22
21600000,115,923.731,-536.858,96.0338,0.237
21650000,116,943.882,-515.211,117.729,0.248
21700000,118,967.978,-552.087,105.936,0.225
21750000,137,1103.02,-495.457,110.211,0.223
21800000,132,1066.98,-460.344,120.53,0.224
21850000,110,892.459,-485.821,117.532,0.242
21900000,133,1099.63,-423.577,114.852,0.22
21950000,122,965.534,-413.936,109.481,0.257
22000000,121,978.269,-438.549,109.047,0.254
22050000,121,960.552,-422.961,124.398,0.218
22100000,97,765.887,-462.513,85.0585,0.214
22150000,124,977.983,-455.962,113.43,0.216
22200000,128,1038.55,-459.473,102.129,0.227
22250000,146,1165.42,-432.304,127.951,0.241
22300000,131,1058.85,-511.185,103.103,0.231
22350000,145,1135.27,-466.227,133.43,0.219
22400000,158,1253.99,-464.236,163.445,0.236
22450000,113,895.734,-422.104,93.0109,0.211
22500000,120,955.576,-442.933,105.792,0.222
22550000,153,1214.8,-389.736,152.567,0.246
22600000,173,1410.06,-336.27,156.207,0.234
22650000,161,1292.61,-429.835,123.821,0.248
22700000,151,1215.7,-446.874,133.545,0.226
22750000,136,1112.09,-442.352,143.017,0.222
22800000,121,966.167,-441.908,125.94,0.237
22850000,133,1069.54,-414.857,154.425,0.227
22900000,151,1211.36,-500.342,152.523,0.25
22950000,176,1407.62,-487.727,160.134,0.26
23000000,159,1285.89,-441.423,138.065,0.243
23050000,143,1138.46,-455.448,129.221,0.239
23100000,97,782.843,-455.929,92.1614,0.23
23150000,125,1005.71,-512.702,99.313,0.247
23200000,131,1052.85,-458.73,127.044,0.235
23250000,167,1362.48,-448.1,158.95,0.255
23300000,109,864.078,-417.326,118.686,0.235
23350000,129,1037.28,-483.749,122.022,0.207
23400000,114,909.378,-574.437,90.4159,0.247
23450000,149,1202.83,-564.488,137.823,0.234
23500000,146,1172.36,-568.826,154.077,0.229
23550000,127,1030.55,-513.416,111.357,0.233
23600000,93,727.296,-474.219,86.3891,0.226
23650000,114,914.385,-468.755,87.4661,0.233
23700000,135,1104.87,-504.485,134.387,0.252
23750000,147,1183.02,-471.3,130.306,0.267
23800000,141,1103.93,-467.295,131.184,0.237
23850000,157,1263.11,-456.557,155.487,0.215
23900000,169,1357.45,-575.822,154.563,0.245
23950000,130,1023.63,-482.972,108.21,0.219
24000000,111,898.266,-542.232,111.165,0.201
24050000,122,956.486,-534.128,112.338,0.223
24100000,131,1051.18,-527.473,112.384,0.208
24150000,127,1021.96,-499.999,108.378,0.234
24200000,127,1007.53,-527.863,110.068,0.234
24250000,126,1013.8,-441.669,111.96,0.221
24300000,122,977.76,-460.498,118.564,0.227
24350000,127,1016.39,-516.64,106.847,0.232
24400000,155,1269.37,-426.839,126.562,0.215
24450000,111,900.868,-496.711,100.97,0.251
24500000,95,761.304,-490.036,105.263,0.219
24550000,98,781.204,-547.446,81.6894,0.239
24600000,119,970.101,-519.341,100.648,0.251
24650000,89,706.087,-482.078,81.406,0.245
24700000,90,722.26,-513.609,73.8413,0.227
24750000,97,792.445,-493.77,87.4852,0.223
24800000,96,778.16,-507.651,84.88,0.237
24850000,102,827.625,-491.63,85.4584,0.26
24900000,121,989.538,-547.435,97.0379,0.263
24950000,116,940.984,-493.418,90.1663,0.254
25000000,116,937.942,-529.505,97.9377,0.232
25050000,120,971.909,-497.207,101.429,0.232
25100000,131,1063.92,-434.065,123.32,0.246
25150000,120,965.633,-550.657,125.1,0.225
25200000,136,1100.25,-459.329,124.574,0.233
25250000,153,1252.08,-436.68,141.498,0.253
25300000,124,990.453,-362.662,116.951,0.241
25350000,136,1103.56,-423.436,127.491,0.25
25400000,155,1240.17,-452.925,128.693,0.215
25450000,123,985.412,-411.029,106.903,0.223
25500000,134,1077.44,-419.088,120.22,0.226
25550000,111,876.317,-459.806,108.813,0.24
25600000,121,973.415,-441.028,108.491,0.224
25650000,108,847.416,-439.911,127.189,0.238
25700000,138,1102.59,-514.755,129.933,0.229
25750000,129,1019.6,-556.631,108.819,0.271
25800000,129,1033.39,-527.453,107.623,0.242
25850000,118,953.53,-514.812,123.097,0.249
25900000,111,882.137,-524.896,93.0046,0.267
25950000,125,985.044,-484.377,126.169,0.262
26000000,109,868.518,-498.404,97.0487,0.224
26050000,94,743.549,-447.594,87.4022,0.225
26100000,129,1021.75,-507.956,121.846,0.238
26150000,104,820.215,-454.418,99.0655,0.226
26200000,123,952.991,-469.644,101.995,0.235
26250000,111,896.369,-536.92,88.3479,0.234
26300000,111,894.667,-516.737,98.824,0.218
26350000,130,1050.15,-534.326,120.452,0.239
26400000,147,1191.25,-467,143.087,0.234
26450000,165,1333.67,-555.789,156.504,0.223
26500000,119,953.574,-586.031,95.4154,0.237
26550000,159,1276.38,-501.978,151.672,0.237
26600000,143,1166.98,-549.694,136.097,0.227
26650000,103,809.603,-549.63,88.8442,0.244
26700000,115,897.188,-537.23,108.584,0.226
26750000,104,815.509,-492.464,81.7918,0.242
26800000,106,850.878,-521.064,87.8717,0.23
26850000,139,1088.29,-474.201,134.47,0.234
26900000,133,1083.49,-540.007,120.32,0.245
26950000,141,1135.9,-488.876,119.076,0.245
27000000,126,1007.92,-544.666,115.961,0.235
27050000,129,1020.76,-502.244,108.752,0.248
27100000,134,1088.88,-570.151,124.617,0.252
27150000,119,934.021,-574.35,99.7367,0.268
27200000,137,1111.03,-585.06,122.756,0.212
27250000,86,704.139,-541.204,80.1056,0.222
27300000,126,1004.87,-543.127,107.851,0.221
27350000,126,996.569,-605.702,114.774,0.245
27400000,158,1241.39,-529.904,139.751,0.23
27450000,154,1242.51,-509.469,124.221,0.266
27500000,129,1042.34,-538.128,123.845,0.254
27550000,159,1270.62,-468.554,153.497,0.224
27600000,139,1131.82,-458.374,128.198,0.234
27650000,130,1033.19,-468.546,127.011,0.213
27700000,126,1029.28,-418.893,119.11,0.232
27750000,121,940.119,-440.192,116.384,0.24
27800000,128,1025.92,-438.852,116.76,0.238
27850000,144,1161.15,-493.462,118.342,0.227
27900000,140,1160.62,-485.785,112.17,0.248
27950000,131,1071.23,-430.119,126.697,0.225
28000000,114,938.869,-541.557,108.606,0.231
28050000,115,924.135,-481.568,108.799,0.243
28100000,127,1028.54,-453.643,116.129,0.218
28150000,142,1177.23,-510.572,136.076,0.223
28200000,131,1062.87,-509.952,114.962,0.259
28250000,133,1077.78,-571.785,114.389,0.238
28300000,140,1115.45,-553.446,130.397,0.232
28350000,109,878.767,-635.854,93.9289,0.226
28400000,144,1160.36,-561.374,127.577,0.215
28450000,113,915.612,-545.316,102.161,0.237
28500000,141,1119.02,-513.706,116.603,0.238
28550000,141,1118.87,-546.841,124.232,0.205
28600000,142,1139.33,-533.449,130.932,0.237
28650000,126,1000.33,-516.325,121.619,0.243
28700000,147,1175.44,-512.963,123.908,0.249
28750000,137,1090.49,-521.168,130.025,0.232
28800000,136,1084.54,-516.993,131.036,0.22
28850000,145,1123.24,-533.073,125.849,0.246
28900000,142,1131.32,-431.229,125.903,0.241
28950000,170,1337.49,-489.109,159.292,0.249
29000000,151,1207.83,-453.366,151.905,0.216
29050000,162,1310.81,-424.949,148.237,0.241
29100000,144,1159.84,-440.281,136.545,0.235
29150000,165,1334.19,-481.975,127.533,0.23
29200000,179,1435.56,-453.893,172.436,0.253
29250000,143,1162.04,-530.797,119.019,0.228
29300000,142,1131.97,-443.879,122.707,0.233
29350000,145,1116.86,-421.274,124.78,0.231
29400000,163,1302.96,-456.364,137.709,0.261
29450000,182,1448.64,-426.061,170.299,0.216
