generation,rank_1,rank_2,swapAccepted
67160000,1,2,0
67161000,3,4,0
67162000,1,2,0
67163000,3,4,0
67164000,1,4,0
67165000,2,4,0
67166000,1,4,0
67167000,3,4,0
67168000,1,2,0
67169000,1,4,0
67170000,1,3,0
67171000,3,4,0
67172000,1,4,0
67173000,1,3,0
67174000,1,2,0
67175000,1,3,0
67176000,2,3,0
67177000,2,3,0
67178000,3,4,0
67179000,1,3,0
67180000,2,3,0
67181000,1,3,0
67182000,2,4,0
67183000,2,3,0
67184000,1,2,0
67185000,2,3,0
67186000,1,4,0
67187000,1,3,0
67188000,2,3,0
67189000,3,4,0
67190000,1,4,0
67191000,2,3,0
67192000,3,4,0
67193000,1,2,0
67194000,1,3,0
67195000,2,3,0
67196000,1,2,0
67197000,2,4,0
67198000,1,4,0
67199000,2,3,0
67200000,1,3,0
67201000,2,3,0
67202000,2,4,0
67203000,1,3,0
67204000,1,2,0
67205000,2,4,0
67206000,1,4,0
67207000,1,2,0
67208000,1,2,0
67209000,1,2,0
67210000,2,3,0
67211000,1,3,0
67212000,1,3,0
67213000,3,4,0
67214000,1,2,0
67215000,2,4,0
67216000,2,4,0
67217000,1,4,0
67218000,2,4,0
67219000,3,4,0
67220000,2,4,0
67221000,3,4,0
67222000,2,3,0
67223000,1,3,0
67224000,1,2,0
67225000,2,3,0
67226000,1,2,0
67227000,1,4,0
67228000,1,3,0
67229000,1,3,0
67230000,2,4,0
67231000,1,4,0
67232000,1,3,0
67233000,1,3,0
67234000,1,4,0
67235000,2,4,0
67236000,2,4,0
67237000,1,2,0
67238000,1,3,0
67239000,1,4,0
67240000,2,3,0
67241000,1,2,0
67242000,1,3,0
67243000,1,3,0
67244000,1,2,0
67245000,1,2,0
67246000,2,3,0
67247000,1,2,0
67248000,2,4,0
67249000,1,3,0
67250000,1,2,0
67251000,2,3,0
67252000,2,4,0
67253000,1,2,0
67254000,3,4,0
67255000,1,3,0
67256000,2,4,0
67257000,1,3,0
67258000,2,4,0
67259000,3,4,0
67260000,1,4,0
67261000,1,3,0
67262000,2,3,0
67263000,1,2,0
67264000,2,4,0
67265000,2,3,0
67266000,2,4,0
67267000,3,4,0
67268000,3,4,0
67269000,1,3,0
67270000,2,3,0
67271000,1,2,0
67272000,1,3,0
67273000,1,2,0
67274000,3,4,0
67275000,2,3,0
67276000,1,3,0
67277000,2,4,0
67278000,1,4,0
67279000,1,3,0
67280000,2,4,0
67281000,2,4,0
67282000,2,3,0
67283000,2,3,0
67284000,1,4,0
67285000,1,3,0
67286000,2,4,0
67287000,2,4,0
67288000,2,3,0
67289000,1,3,0
67290000,2,4,0
67291000,1,3,0
67292000,3,4,0
67293000,2,4,0
67294000,3,4,0
67295000,1,3,0
67296000,2,3,0
67297000,1,2,0
67298000,1,3,0
67299000,1,2,0
67300000,1,3,0
67301000,2,3,0
67302000,3,4,0
67303000,2,4,0
67304000,3,4,0
67305000,1,3,0
67306000,3,4,0
67307000,3,4,0
67308000,1,3,0
67309000,1,3,0
67310000,1,2,0
67311000,2,3,0
67312000,3,4,0
67313000,1,3,0
67314000,1,2,0
67315000,1,3,0
67316000,1,4,0
67317000,1,4,0
67318000,1,4,0
67319000,1,2,0
67320000,3,4,0
67321000,1,4,0
67322000,1,4,0
67323000,3,4,0
67324000,1,2,0
67325000,1,4,0
67326000,1,3,0
67327000,1,4,0
67328000,2,3,0
67329000,1,2,0
67330000,1,3,0
67331000,2,3,0
67332000,3,4,0
67333000,1,3,0
67334000,1,4,0
67335000,2,4,0
67336000,1,2,0
67337000,1,3,0
67338000,1,2,0
67339000,1,4,0
67340000,1,4,0
67341000,1,2,0
67342000,1,3,0
67343000,2,3,0
67344000,2,4,0
67345000,3,4,0
67346000,2,3,0
67347000,1,4,0
67348000,1,4,0
67349000,1,4,0
67350000,2,4,0
67351000,3,4,0
67352000,1,3,0
67353000,1,4,0
67354000,2,3,0
67355000,1,2,0
67356000,1,4,0
67357000,1,3,0
67358000,1,2,0
67359000,2,4,0
67360000,1,2,0
67361000,2,3,0
67362000,2,3,0
67363000,1,4,0
67364000,1,2,0
67365000,2,4,0
67366000,2,3,0
67367000,1,3,0
67368000,1,4,0
67369000,1,3,0
67370000,1,3,0
67371000,1,3,0
67372000,2,3,0
67373000,2,3,0
67374000,2,4,0
67375000,2,4,0
67376000,1,4,0
67377000,3,4,0
67378000,1,3,0
67379000,1,3,0
67380000,3,4,0
67381000,2,3,0
67382000,2,4,0
67383000,1,3,0
67384000,1,2,0
67385000,1,3,0
67386000,1,2,0
67387000,3,4,0
67388000,3,4,0
67389000,2,3,0
67390000,3,4,0
67391000,3,4,0
67392000,1,4,0
67393000,1,3,0
67394000,3,4,0
67395000,1,3,0
67396000,2,4,0
67397000,1,2,0
67398000,3,4,0
67399000,3,4,0
67400000,1,3,0
67401000,1,4,0
67402000,1,4,0
67403000,2,3,0
67404000,1,2,0
67405000,2,3,0
67406000,1,3,0
67407000,1,3,0
67408000,2,4,0
67409000,3,4,0
67410000,2,3,0
67411000,1,2,0
67412000,2,4,0
67413000,2,4,0
67414000,1,3,0
67415000,3,4,0
67416000,2,4,0
67417000,1,4,0
67418000,1,4,0
67419000,1,2,0
67420000,1,2,0
67421000,3,4,0
67422000,1,2,0
67423000,1,4,0
67424000,3,4,0
67425000,2,3,0
67426000,3,4,0
67427000,2,3,0
67428000,2,3,0
67429000,1,4,0
67430000,2,3,0
67431000,3,4,0
67432000,1,2,0
67433000,2,3,0
67434000,1,3,0
67435000,3,4,0
67436000,2,3,0
67437000,3,4,0
67438000,1,2,0
67439000,2,3,0
67440000,1,2,0
67441000,1,4,0
67442000,1,2,0
67443000,1,3,0
67444000,2,3,0
67445000,2,3,0
67446000,1,2,0
67447000,2,3,0
67448000,1,3,0
67449000,3,4,0
67450000,2,4,0
67451000,2,3,0
67452000,2,3,0
67453000,3,4,0
67454000,1,2,0
67455000,2,3,0
67456000,1,2,0
67457000,2,4,0
67458000,1,3,0
67459000,3,4,0
67460000,1,3,0
67461000,1,4,0
67462000,2,3,0
67463000,2,4,0
67464000,1,2,0
67465000,1,4,0
67466000,1,2,0
67467000,2,4,0
67468000,1,2,0
67469000,2,3,0
67470000,1,4,0
67471000,2,4,0
67472000,1,2,0
67473000,1,4,0
67474000,1,2,0
67475000,1,4,0
67476000,1,2,0
67477000,2,3,0
67478000,1,3,0
67479000,2,3,0
67480000,2,3,0
67481000,1,2,0
67482000,1,4,0
67483000,3,4,0
67484000,1,3,0
67485000,2,3,0
67486000,2,3,0
67487000,2,4,0
67488000,2,3,0
67489000,3,4,0
67490000,2,3,0
67491000,3,4,0
67492000,1,4,0
67493000,3,4,0
67494000,2,4,0
67495000,2,4,0
67496000,1,2,0
67497000,2,4,0
67498000,1,4,0
67499000,2,4,0
67500000,1,2,0
67501000,1,4,0
67502000,1,3,0
67503000,2,4,0
67504000,1,2,0
67505000,2,4,0
67506000,2,3,0
67507000,1,3,0
67508000,2,4,0
67509000,2,3,0
67510000,1,4,0
67511000,3,4,0
67512000,1,3,0
67513000,1,3,0
67514000,1,2,0
67515000,2,4,0
67516000,1,2,0
67517000,1,3,0
67518000,2,3,0
67519000,1,2,0
67520000,1,2,0
67521000,1,2,0
67522000,1,4,0
67523000,1,4,0
67524000,1,2,0
67525000,1,3,0
67526000,1,4,0
67527000,2,4,0
67528000,1,4,0
67529000,3,4,0
67530000,3,4,0
67531000,2,4,0
67532000,1,4,0
67533000,1,3,0
67534000,3,4,0
67535000,2,3,0
67536000,1,4,0
67537000,2,4,0
67538000,1,2,0
67539000,1,4,0
67540000,2,3,0
67541000,1,4,0
67542000,2,3,0
67543000,1,4,0
67544000,1,2,0
67545000,2,4,0
67546000,2,3,0
67547000,1,3,0
67548000,2,3,0
67549000,1,4,0
67550000,1,4,0
67551000,2,4,0
67552000,1,4,0
67553000,1,2,0
67554000,1,3,0
67555000,2,3,0
67556000,1,4,0
67557000,2,4,0
67558000,1,4,0
67559000,1,2,0
67560000,3,4,0
67561000,2,3,0
67562000,1,3,0
67563000,2,3,0
67564000,2,3,0
67565000,2,3,0
67566000,2,4,0
67567000,3,4,0
67568000,2,4,0
67569000,1,2,0
67570000,2,3,0
67571000,1,4,0
67572000,1,3,0
67573000,1,2,0
67574000,2,3,0
67575000,2,3,0
67576000,1,4,0
67577000,1,4,0
67578000,1,4,0
67579000,1,4,0
67580000,3,4,0
67581000,2,4,0
67582000,2,3,0
67583000,1,2,0
67584000,1,2,0
67585000,3,4,0
67586000,2,3,0
67587000,2,3,0
67588000,2,4,0
67589000,3,4,0
67590000,2,3,0
67591000,3,4,0
67592000,1,4,0
67593000,2,4,0
67594000,3,4,0
67595000,1,4,0
67596000,1,4,0
67597000,1,4,0
67598000,2,4,0
67599000,1,4,0
67600000,1,3,0
67601000,1,3,0
67602000,2,4,0
67603000,2,4,0
67604000,1,3,0
67605000,2,4,0
67606000,1,4,0
67607000,1,2,0
67608000,2,3,0
67609000,3,4,0
67610000,2,4,0
67611000,1,3,0
67612000,1,3,0
67613000,1,2,0
67614000,1,4,0
67615000,3,4,0
67616000,1,2,0
67617000,1,3,0
67618000,1,2,0
67619000,1,3,0
67620000,1,2,0
67621000,3,4,0
67622000,3,4,0
67623000,3,4,0
67624000,1,3,0
67625000,1,4,0
67626000,2,4,0
67627000,1,2,0
67628000,2,3,0
67629000,1,4,0
67630000,1,4,0
67631000,1,3,0
67632000,2,3,0
67633000,1,4,0
67634000,1,4,0
67635000,3,4,0
67636000,2,3,0
67637000,1,3,0
67638000,2,4,0
67639000,2,4,0
67640000,3,4,0
67641000,1,3,0
67642000,1,2,0
67643000,1,4,0
67644000,1,2,0
67645000,1,3,0
67646000,2,3,0
67647000,2,3,0
67648000,1,4,0
67649000,3,4,0
67650000,2,3,0
67651000,2,4,0
67652000,3,4,0
67653000,1,4,0
67654000,1,2,0
67655000,2,4,0
67656000,1,2,0
67657000,1,2,0
67658000,1,4,0
67659000,1,3,0
67660000,1,2,0
67661000,1,4,0
67662000,1,2,0
67663000,3,4,0
67664000,1,2,0
67665000,2,4,0
67666000,1,3,0
67667000,2,4,0
67668000,1,3,0
67669000,1,4,0
67670000,2,3,0
67671000,3,4,0
67672000,1,2,0
67673000,1,3,0
67674000,1,4,0
67675000,2,3,0
67676000,2,3,0
67677000,1,3,0
67678000,1,2,0
67679000,3,4,0
67680000,1,4,0
67681000,3,4,0
67682000,2,3,0
67683000,2,3,0
67684000,2,3,0
67685000,1,4,0
67686000,1,4,0
67687000,1,4,0
67688000,2,4,0
67689000,1,2,0
67690000,1,4,0
67691000,1,2,0
67692000,1,4,0
67693000,2,4,0
67694000,1,4,0
67695000,2,3,0
67696000,1,3,0
67697000,3,4,0
67698000,1,3,0
67699000,1,4,0
67700000,2,3,0
67701000,1,4,0
67702000,2,3,0
67703000,1,2,0
67704000,3,4,0
67705000,1,2,0
67706000,1,3,0
67707000,3,4,0
67708000,3,4,0
67709000,2,3,0
67710000,1,4,0
67711000,2,4,0
67712000,3,4,0
67713000,2,3,0
67714000,1,3,0
67715000,1,4,0
67716000,1,2,0
67717000,2,3,0
67718000,1,2,0
67719000,1,3,0
67720000,1,2,0
67721000,1,3,0
67722000,2,4,0
67723000,2,4,0
67724000,1,2,0
67725000,1,2,0
67726000,1,3,0
67727000,3,4,0
67728000,2,4,0
67729000,2,4,0
67730000,1,2,0
67731000,1,4,0
67732000,1,3,0
67733000,3,4,0
67734000,1,4,0
67735000,1,2,0
67736000,2,3,0
67737000,3,4,0
67738000,3,4,0
67739000,2,4,0
67740000,2,4,0
67741000,2,3,0
67742000,1,4,0
67743000,1,4,0
67744000,2,3,0
67745000,3,4,0
67746000,1,3,0
67747000,1,4,0
67748000,1,4,0
67749000,3,4,0
67750000,2,4,0
67751000,2,4,0
67752000,1,2,0
67753000,2,3,0
67754000,3,4,0
67755000,1,4,0
67756000,2,3,0
67757000,1,3,0
67758000,2,4,0
67759000,2,4,0
67760000,1,4,0
67761000,1,2,0
67762000,2,4,0
67763000,1,2,0
67764000,1,2,0
67765000,1,2,0
67766000,1,4,0
67767000,2,3,0
67768000,2,3,0
67769000,1,3,0
67770000,1,3,0
67771000,3,4,0
67772000,1,2,0
67773000,2,3,0
67774000,1,3,0
67775000,2,3,0
67776000,2,4,0
67777000,2,3,0
67778000,2,3,0
67779000,1,2,0
67780000,2,4,0
67781000,2,3,0
67782000,2,4,0
67783000,1,2,0
67784000,2,4,0
67785000,1,3,0
67786000,1,4,0
67787000,2,3,0
67788000,3,4,0
67789000,2,3,0
67790000,1,4,0
67791000,3,4,0
67792000,1,3,0
67793000,1,3,0
67794000,1,2,0
67795000,2,4,0
67796000,1,4,0
67797000,1,3,0
67798000,1,2,0
67799000,1,3,0
67800000,2,3,0
67801000,1,2,0
67802000,1,4,0
67803000,2,3,0
67804000,1,2,0
67805000,1,2,0
67806000,3,4,0
67807000,1,3,0
67808000,1,4,0
67809000,2,3,0
67810000,2,3,0
67811000,1,3,0
67812000,3,4,0
67813000,2,3,0
67814000,1,4,0
67815000,1,3,0
67816000,1,2,0
67817000,2,4,0
67818000,3,4,0
67819000,1,3,0
67820000,1,2,0
67821000,1,3,0
67822000,1,3,0
67823000,2,4,0
67824000,1,3,0
67825000,2,4,0
67826000,1,4,0
67827000,1,3,0
67828000,2,4,0
67829000,1,2,0
67830000,3,4,0
67831000,3,4,0
67832000,2,3,0
67833000,2,3,0
67834000,1,2,0
67835000,1,3,0
67836000,2,4,0
67837000,3,4,0
67838000,1,4,0
67839000,3,4,0
67840000,1,3,0
67841000,2,3,0
67842000,2,4,0
67843000,1,3,0
67844000,1,3,0
67845000,1,4,0
67846000,3,4,0
67847000,1,4,0
67848000,2,3,0
67849000,1,2,0
67850000,1,3,0
67851000,3,4,0
67852000,1,3,0
67853000,1,2,0
67854000,2,3,0
67855000,1,3,0
67856000,2,4,0
67857000,1,2,0
67858000,1,2,0
67859000,1,3,0
67860000,1,3,0
67861000,3,4,0
67862000,2,4,0
67863000,2,4,0
67864000,1,2,0
67865000,2,4,0
67866000,1,2,0
67867000,2,4,0
67868000,3,4,0
67869000,1,3,0
67870000,1,4,0
67871000,2,4,0
67872000,1,3,0
67873000,1,4,0
67874000,3,4,0
67875000,1,2,0
67876000,1,2,0
67877000,2,3,0
67878000,1,2,0
67879000,2,3,0
67880000,1,4,0
67881000,1,2,0
67882000,1,4,0
67883000,2,3,0
67884000,2,3,0
67885000,3,4,0
67886000,2,4,0
67887000,1,4,0
67888000,1,4,0
67889000,2,4,0
67890000,3,4,0
67891000,1,3,0
67892000,2,4,0
67893000,1,3,0
67894000,2,3,0
67895000,3,4,0
67896000,2,4,0
67897000,1,3,0
67898000,1,3,0
67899000,2,3,0
67900000,2,3,0
67901000,1,4,0
67902000,2,3,0
67903000,1,4,0
67904000,2,3,0
67905000,2,4,0
67906000,3,4,0
67907000,2,4,0
67908000,2,3,0
67909000,1,4,0
67910000,1,3,0
67911000,3,4,0
67912000,3,4,0
67913000,2,3,0
67914000,2,4,0
67915000,2,3,0
67916000,1,3,0
67917000,1,3,0
67918000,1,2,0
67919000,1,3,0
67920000,3,4,0
67921000,2,3,0
67922000,1,3,0
67923000,2,4,0
67924000,1,2,0
67925000,3,4,0
67926000,2,4,0
67927000,1,4,0
67928000,3,4,0
67929000,1,3,0
67930000,1,2,0
67931000,3,4,0
67932000,1,3,0
67933000,3,4,0
67934000,1,2,0
67935000,3,4,0
67936000,2,3,0
67937000,1,3,0
67938000,1,3,0
67939000,1,2,0
67940000,2,4,0
67941000,2,3,0
67942000,2,3,0
67943000,2,3,0
67944000,1,2,0
67945000,1,3,0
67946000,1,4,0
67947000,1,3,0
67948000,3,4,0
67949000,1,3,0
67950000,2,4,0
67951000,1,4,0
67952000,1,3,0
67953000,1,4,0
67954000,2,3,0
67955000,1,4,0
67956000,1,2,0
67957000,3,4,0
67958000,2,4,0
67959000,1,3,0
67960000,2,4,0
67961000,3,4,0
67962000,2,3,0
67963000,1,2,0
67964000,1,2,0
67965000,3,4,0
67966000,3,4,0
67967000,2,4,0
67968000,3,4,0
67969000,2,3,0
67970000,2,3,0
67971000,2,4,0
67972000,2,4,0
67973000,1,3,0
67974000,2,3,0
67975000,1,2,0
67976000,2,3,0
67977000,1,2,0
67978000,1,3,0
67979000,1,2,0
67980000,2,4,0
67981000,1,3,0
67982000,1,4,0
67983000,3,4,0
67984000,3,4,0
67985000,1,2,0
67986000,2,3,0
67987000,1,4,0
67988000,1,4,0
67989000,1,4,0
67990000,1,4,0
67991000,2,4,0
67992000,3,4,0
67993000,1,4,0
67994000,3,4,0
67995000,2,4,0
67996000,2,3,0
67997000,1,2,0
67998000,1,2,0
67999000,1,3,0
68000000,2,4,0
68001000,2,4,0
68002000,2,4,0
68003000,3,4,0
68004000,1,2,0
68005000,1,3,0
68006000,1,4,0
68007000,3,4,0
68008000,2,3,0
68009000,3,4,0
68010000,3,4,0
68011000,2,4,0
68012000,1,3,0
68013000,1,4,0
68014000,2,4,0
68015000,2,4,0
68016000,2,4,0
68017000,1,4,0
68018000,1,3,0
68019000,1,3,0
68020000,2,4,0
68021000,2,3,0
68022000,2,3,0
68023000,2,4,0
68024000,1,3,0
68025000,2,4,0
68026000,1,3,0
68027000,1,2,0
68028000,3,4,0
68029000,3,4,0
68030000,2,4,0
68031000,1,4,0
68032000,1,4,0
68033000,2,4,0
68034000,1,3,0
68035000,2,3,0
68036000,2,3,0
68037000,1,2,0
68038000,1,2,0
68039000,1,2,0
68040000,1,4,0
68041000,2,4,0
68042000,1,2,0
68043000,3,4,0
68044000,2,3,0
68045000,3,4,0
68046000,1,4,0
68047000,1,4,0
68048000,3,4,0
68049000,2,3,0
68050000,3,4,0
68051000,1,3,0
68052000,2,4,0
68053000,2,3,0
68054000,1,2,0
68055000,2,3,0
68056000,2,4,0
68057000,3,4,0
68058000,2,4,0
68059000,1,2,0
68060000,3,4,0
68061000,1,3,0
68062000,1,3,0
68063000,2,3,0
68064000,2,4,0
68065000,1,2,0
68066000,1,2,0
68067000,2,3,0
68068000,2,3,0
68069000,3,4,0
68070000,1,3,0
68071000,2,3,0
68072000,1,2,0
68073000,1,4,0
68074000,2,4,0
68075000,2,4,0
68076000,1,4,0
68077000,2,3,0
68078000,1,4,0
68079000,3,4,0
68080000,1,3,0
68081000,2,3,0
68082000,2,4,0
68083000,1,2,0
68084000,2,4,0
68085000,2,3,0
68086000,2,4,0
68087000,2,3,0
68088000,1,2,0
68089000,2,3,0
68090000,1,4,0
68091000,1,4,0
68092000,2,4,0
68093000,3,4,0
68094000,3,4,0
68095000,1,4,0
68096000,3,4,0
68097000,2,4,0
68098000,2,4,0
68099000,1,4,0
68100000,3,4,0
68101000,2,4,0
68102000,2,3,0
68103000,1,4,0
68104000,2,4,0
68105000,3,4,0
68106000,1,3,0
68107000,3,4,0
68108000,1,4,0
68109000,1,2,0
68110000,1,3,0
68111000,1,2,0
68112000,1,3,0
68113000,1,3,0
68114000,3,4,0
68115000,2,4,0
68116000,1,4,0
68117000,3,4,0
68118000,1,2,0
68119000,1,3,0
68120000,1,3,0
68121000,3,4,0
68122000,1,3,0
68123000,2,3,0
68124000,2,3,0
68125000,1,3,0
68126000,1,2,0
68127000,1,4,0
68128000,2,3,0
68129000,2,3,0
68130000,1,3,0
68131000,1,4,0
68132000,2,4,0
68133000,2,4,0
68134000,1,2,0
68135000,2,4,0
68136000,1,3,0
68137000,1,2,0
68138000,1,2,0
68139000,1,3,0
68140000,1,2,0
68141000,1,2,0
68142000,1,2,0
68143000,1,4,0
68144000,1,2,0
68145000,1,2,0
68146000,1,4,0
68147000,3,4,0
68148000,3,4,0
68149000,2,4,0
68150000,2,3,0
68151000,2,3,0
68152000,2,3,0
68153000,2,3,0
68154000,2,3,0
68155000,2,4,0
68156000,1,4,0
68157000,2,4,0
68158000,1,4,0
68159000,1,4,0
68160000,1,3,0
68161000,2,4,0
68162000,2,3,0
68163000,1,3,0
68164000,1,2,0
68165000,1,4,0
68166000,1,2,0
68167000,2,3,0
68168000,3,4,0
68169000,1,4,0
68170000,2,4,0
68171000,3,4,0
68172000,3,4,0
68173000,1,4,0
68174000,1,4,0
68175000,3,4,0
68176000,2,3,0
68177000,2,3,0
68178000,2,4,0
68179000,1,4,0
68180000,3,4,0
68181000,1,2,0
68182000,1,4,0
68183000,3,4,0
68184000,2,3,0
68185000,1,4,0
68186000,1,2,0
68187000,2,4,0
68188000,2,3,0
68189000,2,3,0
68190000,1,2,0
68191000,3,4,0
68192000,2,3,0
68193000,2,4,0
68194000,2,3,0
68195000,1,2,0
68196000,3,4,0
68197000,1,2,0
68198000,3,4,0
68199000,3,4,0
68200000,3,4,0
68201000,2,3,0
68202000,1,2,0
68203000,1,4,0
68204000,3,4,0
68205000,2,4,0
68206000,1,4,0
68207000,1,3,0
68208000,1,4,0
68209000,3,4,0
68210000,1,3,0
68211000,2,4,0
68212000,1,2,0
68213000,3,4,0
68214000,2,4,0
68215000,1,4,0
68216000,3,4,0
68217000,1,2,0
68218000,2,4,0
68219000,2,3,0
68220000,1,4,0
68221000,1,4,0
68222000,2,4,0
68223000,2,3,0
68224000,1,2,0
68225000,1,4,0
68226000,1,4,0
68227000,2,4,0
68228000,1,2,0
68229000,2,3,0
68230000,1,3,0
68231000,3,4,0
68232000,2,4,0
68233000,1,4,0
68234000,2,3,0
68235000,2,3,0
68236000,2,4,0
68237000,1,4,0
68238000,1,2,0
68239000,2,4,0
68240000,1,3,0
68241000,1,2,0
68242000,3,4,0
68243000,1,3,0
68244000,3,4,0
68245000,3,4,0
68246000,1,2,0
68247000,3,4,0
68248000,1,2,0
68249000,1,4,0
68250000,1,3,0
68251000,2,4,0
68252000,1,2,0
68253000,1,3,0
68254000,1,4,0
68255000,2,4,0
68256000,1,2,0
68257000,1,4,0
68258000,2,4,0
68259000,1,2,0
68260000,1,4,0
68261000,1,3,0
68262000,3,4,0
68263000,2,3,0
68264000,2,3,0
68265000,1,4,0
68266000,2,3,0
68267000,2,3,0
68268000,1,2,0
68269000,2,4,0
68270000,1,2,0
68271000,2,4,0
68272000,1,2,0
68273000,2,4,0
68274000,2,4,0
68275000,2,4,0
68276000,1,2,0
68277000,2,3,0
68278000,2,4,0
68279000,1,3,0
68280000,3,4,0
68281000,1,3,0
68282000,1,3,0
68283000,1,2,0
68284000,2,3,0
68285000,1,3,0
68286000,2,4,0
68287000,2,4,0
68288000,2,3,0
68289000,1,2,0
68290000,1,3,0
68291000,1,3,0
68292000,1,4,0
68293000,1,2,0
68294000,1,4,0
68295000,1,2,0
68296000,2,3,0
68297000,3,4,0
68298000,3,4,0
68299000,1,3,0
68300000,1,4,0
68301000,3,4,0
68302000,2,4,0
68303000,3,4,0
68304000,1,2,0
68305000,1,2,0
68306000,3,4,0
68307000,3,4,0
68308000,1,4,0
68309000,1,4,0
68310000,1,2,0
68311000,1,3,0
68312000,3,4,0
68313000,3,4,0
68314000,1,2,0
68315000,3,4,0
68316000,3,4,0
68317000,2,3,0
68318000,1,3,0
68319000,1,4,0
68320000,1,2,0
68321000,3,4,0
68322000,3,4,0
68323000,2,4,0
68324000,1,4,0
68325000,1,3,0
68326000,3,4,0
68327000,1,3,0
68328000,3,4,0
68329000,1,2,0
68330000,2,3,0
68331000,3,4,0
68332000,3,4,0
68333000,3,4,0
68334000,1,4,0
68335000,2,3,0
68336000,1,2,0
68337000,2,4,0
68338000,1,2,0
68339000,1,4,0
68340000,1,4,0
68341000,2,4,0
68342000,2,3,0
68343000,1,2,0
68344000,1,4,0
68345000,2,3,0
68346000,2,3,0
68347000,3,4,0
68348000,1,4,0
68349000,1,3,0
68350000,3,4,0
68351000,3,4,0
68352000,3,4,0
68353000,1,3,0
68354000,1,3,0
68355000,2,3,0
68356000,1,2,0
68357000,3,4,0
68358000,1,3,0
68359000,1,3,0
68360000,3,4,0
68361000,1,4,0
68362000,2,3,0
68363000,2,3,0
68364000,1,4,0
68365000,2,4,0
68366000,3,4,0
68367000,1,2,0
68368000,2,4,0
68369000,2,3,0
68370000,1,4,0
68371000,2,4,0
68372000,2,4,0
68373000,1,2,0
68374000,2,4,0
68375000,2,3,0
68376000,1,4,0
68377000,3,4,0
68378000,2,4,0
68379000,3,4,0
68380000,1,4,0
68381000,1,4,0
68382000,1,4,0
68383000,2,4,0
68384000,1,4,0
68385000,1,2,0
68386000,1,2,0
68387000,3,4,0
68388000,1,2,0
68389000,1,4,0
68390000,1,2,0
68391000,1,3,0
68392000,1,4,0
68393000,1,3,0
68394000,1,4,0
68395000,2,4,0
68396000,3,4,0
68397000,2,3,0
68398000,3,4,0
68399000,2,4,0
68400000,3,4,0
68401000,2,3,0
68402000,1,2,0
68403000,2,3,0
68404000,1,4,0
68405000,2,3,0
68406000,1,4,0
68407000,1,4,0
68408000,1,3,0
68409000,1,4,0
68410000,1,4,0
68411000,1,4,0
68412000,1,2,0
68413000,1,2,0
68414000,2,3,0
68415000,3,4,0
68416000,2,3,0
68417000,3,4,0
68418000,1,2,0
68419000,1,4,0
68420000,1,4,0
68421000,2,3,0
68422000,3,4,0
68423000,1,2,0
68424000,3,4,0
68425000,3,4,0
68426000,1,2,0
68427000,1,4,0
68428000,1,2,0
68429000,2,3,0
68430000,3,4,0
68431000,1,2,0
68432000,1,3,0
68433000,1,3,0
68434000,3,4,0
68435000,1,2,0
68436000,1,2,0
68437000,2,4,0
68438000,2,4,0
68439000,2,3,0
68440000,2,4,0
68441000,1,2,0
68442000,2,3,0
68443000,1,2,0
68444000,1,4,0
68445000,3,4,0
68446000,1,3,0
68447000,2,3,0
68448000,2,3,0
68449000,1,2,0
68450000,1,3,0
68451000,1,2,0
68452000,3,4,0
68453000,2,3,0
68454000,2,4,0
68455000,2,3,0
68456000,1,4,0
68457000,2,4,0
68458000,3,4,0
68459000,2,4,0
68460000,1,4,0
68461000,2,3,0
68462000,1,3,0
68463000,3,4,0
68464000,3,4,0
68465000,1,4,0
68466000,3,4,0
68467000,2,4,0
68468000,1,3,0
68469000,1,4,0
68470000,1,4,0
68471000,2,4,0
68472000,3,4,0
68473000,1,4,0
68474000,2,4,0
68475000,1,3,0
68476000,1,2,0
68477000,1,2,0
68478000,1,2,0
68479000,3,4,0
68480000,2,3,0
68481000,1,3,0
68482000,1,3,0
68483000,1,3,0
68484000,1,4,0
68485000,1,4,0
68486000,2,4,0
68487000,1,4,0
68488000,1,3,0
68489000,2,3,0
68490000,1,2,0
68491000,3,4,0
68492000,2,3,0
68493000,1,2,0
68494000,2,4,0
68495000,1,2,0
68496000,2,3,0
68497000,1,4,0
68498000,3,4,0
68499000,3,4,0
68500000,3,4,0
68501000,1,4,0
68502000,3,4,0
68503000,1,4,0
68504000,2,4,0
68505000,1,4,0
68506000,1,3,0
68507000,3,4,0
68508000,2,3,0
68509000,1,3,0
68510000,3,4,0
68511000,2,3,0
68512000,3,4,0
68513000,2,4,0
68514000,1,2,0
68515000,3,4,0
68516000,1,4,0
68517000,3,4,0
68518000,3,4,0
68519000,1,2,0
68520000,1,4,0
68521000,2,3,0
68522000,1,3,0
68523000,1,4,0
68524000,2,4,0
68525000,1,2,0
68526000,1,3,0
68527000,2,3,0
68528000,2,4,0
68529000,2,4,0
68530000,1,2,0
68531000,3,4,0
68532000,2,3,0
68533000,1,2,0
68534000,1,3,0
68535000,2,3,0
68536000,1,2,0
68537000,2,3,0
68538000,2,3,0
68539000,2,3,0
68540000,2,3,0
68541000,2,3,0
68542000,1,3,0
68543000,1,3,0
68544000,3,4,0
68545000,1,4,0
68546000,3,4,0
68547000,1,4,0
68548000,3,4,0
68549000,1,2,0
68550000,1,2,0
68551000,2,4,0
68552000,1,2,0
68553000,1,3,0
68554000,1,2,0
68555000,2,3,0
68556000,1,4,0
68557000,2,3,0
