generation,rank_1,rank_2,swapAccepted
76274000,1,2,0
76275000,2,4,0
76276000,1,4,0
76277000,2,3,0
76278000,2,4,0
76279000,1,2,0
76280000,2,4,0
76281000,1,4,0
76282000,2,4,0
76283000,1,2,0
76284000,2,4,0
76285000,1,3,0
76286000,3,4,0
76287000,2,4,0
76288000,1,2,0
76289000,1,3,0
76290000,2,4,0
76291000,1,4,0
76292000,2,3,0
76293000,1,2,0
76294000,1,4,0
76295000,3,4,0
76296000,1,3,0
76297000,1,4,0
76298000,1,2,0
76299000,2,3,0
76300000,1,2,0
76301000,3,4,0
76302000,3,4,0
76303000,3,4,0
76304000,3,4,0
76305000,1,4,0
76306000,2,4,0
76307000,2,3,0
76308000,2,4,0
76309000,1,3,0
76310000,2,4,0
76311000,1,2,0
76312000,3,4,0
76313000,3,4,0
76314000,2,3,0
76315000,1,3,0
76316000,1,2,0
76317000,1,2,0
76318000,2,4,0
76319000,1,4,0
76320000,2,3,0
76321000,3,4,0
76322000,1,4,0
76323000,2,4,0
76324000,3,4,0
76325000,2,3,0
76326000,1,3,0
76327000,2,4,0
76328000,1,3,0
76329000,3,4,0
76330000,2,4,0
76331000,2,3,0
76332000,2,3,0
76333000,2,3,0
76334000,1,3,0
76335000,2,3,0
76336000,1,3,0
76337000,1,3,0
76338000,2,4,0
76339000,2,4,0
76340000,2,3,0
76341000,1,4,0
76342000,1,2,0
76343000,1,3,0
76344000,1,4,0
76345000,1,3,0
76346000,2,3,0
76347000,1,4,0
76348000,3,4,0
76349000,1,3,0
76350000,1,3,0
76351000,1,2,0
76352000,2,3,0
76353000,3,4,0
76354000,1,4,0
76355000,2,4,0
76356000,1,2,0
76357000,2,4,0
76358000,2,4,0
76359000,2,4,0
76360000,1,4,0
76361000,1,2,0
76362000,1,4,0
76363000,1,2,0
76364000,2,4,0
76365000,2,4,0
76366000,3,4,0
76367000,1,3,0
76368000,2,3,0
76369000,2,3,0
76370000,1,2,0
76371000,2,3,0
76372000,3,4,0
76373000,1,2,0
76374000,1,2,0
76375000,1,3,0
76376000,1,2,0
76377000,2,3,0
76378000,1,2,0
76379000,1,2,0
76380000,1,3,0
76381000,2,3,0
76382000,2,4,0
76383000,2,4,0
76384000,1,3,0
76385000,1,3,0
76386000,2,4,0
76387000,1,4,0
76388000,1,2,0
76389000,3,4,0
76390000,2,4,0
76391000,1,4,0
76392000,1,3,0
76393000,1,3,0
76394000,1,4,0
76395000,2,3,0
76396000,2,4,0
76397000,1,3,0
76398000,1,2,0
76399000,3,4,0
76400000,1,3,0
76401000,2,4,0
76402000,2,3,0
76403000,2,3,0
76404000,2,3,0
76405000,1,2,0
76406000,2,3,0
76407000,2,3,0
76408000,3,4,0
76409000,2,3,0
76410000,2,4,0
76411000,2,4,0
76412000,2,4,0
76413000,2,4,0
76414000,2,4,0
76415000,1,2,0
76416000,1,2,0
76417000,1,2,0
76418000,2,4,0
76419000,2,4,0
76420000,2,3,0
76421000,1,2,0
76422000,3,4,0
76423000,3,4,0
76424000,1,3,0
76425000,2,4,0
76426000,1,2,0
76427000,1,4,0
76428000,2,4,0
76429000,1,3,0
76430000,1,2,0
76431000,3,4,0
76432000,2,3,0
76433000,1,2,0
76434000,3,4,0
76435000,1,4,0
76436000,3,4,0
76437000,2,3,0
76438000,2,3,0
76439000,1,3,0
76440000,1,4,0
76441000,1,2,0
76442000,3,4,0
76443000,2,3,0
76444000,2,3,0
76445000,1,4,0
76446000,1,4,0
76447000,3,4,0
76448000,2,4,0
76449000,1,4,0
76450000,2,4,0
76451000,1,3,0
76452000,3,4,0
76453000,2,4,0
76454000,2,3,0
76455000,2,4,0
76456000,1,2,0
76457000,1,4,0
76458000,1,2,0
76459000,1,4,0
76460000,2,4,0
76461000,2,3,0
76462000,2,4,0
76463000,1,3,0
76464000,3,4,0
76465000,1,3,0
76466000,1,3,0
76467000,2,3,0
76468000,2,3,0
76469000,2,3,0
76470000,1,3,0
76471000,2,4,0
76472000,2,3,0
76473000,1,3,0
76474000,1,4,0
76475000,3,4,0
76476000,3,4,0
76477000,2,3,0
76478000,3,4,0
76479000,2,3,0
76480000,1,2,0
76481000,3,4,0
76482000,2,3,0
76483000,1,4,0
76484000,2,3,0
76485000,3,4,0
76486000,2,3,0
76487000,1,4,0
76488000,1,3,0
76489000,1,3,0
76490000,2,3,0
76491000,1,4,0
76492000,1,2,0
76493000,3,4,0
76494000,1,2,0
76495000,2,4,0
76496000,2,3,0
76497000,2,3,0
76498000,1,4,0
76499000,2,4,0
76500000,1,4,0
76501000,1,3,0
76502000,2,3,0
76503000,1,4,0
76504000,1,4,0
76505000,3,4,0
76506000,1,4,0
76507000,3,4,0
76508000,1,4,0
76509000,2,4,0
76510000,3,4,0
76511000,2,4,0
76512000,1,2,0
76513000,1,3,0
76514000,1,4,0
76515000,1,4,0
76516000,2,3,0
76517000,2,3,0
76518000,2,4,0
76519000,1,3,0
76520000,2,3,0
76521000,1,3,0
76522000,2,3,0
76523000,1,4,0
76524000,2,3,0
76525000,2,3,0
76526000,2,3,0
76527000,1,2,0
76528000,1,4,0
76529000,3,4,0
76530000,1,4,0
76531000,1,3,0
76532000,3,4,0
76533000,1,2,0
76534000,3,4,0
76535000,3,4,0
76536000,1,3,0
76537000,1,2,0
76538000,1,2,0
76539000,1,2,0
76540000,1,2,0
76541000,3,4,0
76542000,1,3,0
76543000,2,3,0
76544000,2,3,0
76545000,1,4,0
76546000,1,2,0
76547000,1,4,0
76548000,2,4,0
76549000,1,3,0
76550000,2,4,0
76551000,1,3,0
76552000,2,3,0
76553000,3,4,0
76554000,1,4,0
76555000,1,4,0
76556000,2,3,0
76557000,3,4,0
76558000,3,4,0
76559000,1,4,0
76560000,2,4,0
76561000,2,4,0
76562000,1,2,0
76563000,2,3,0
76564000,2,3,0
76565000,2,3,0
76566000,1,3,0
76567000,1,4,0
76568000,1,2,0
76569000,1,4,0
76570000,3,4,0
76571000,1,2,0
76572000,1,4,0
76573000,1,2,0
76574000,1,2,0
76575000,1,2,0
76576000,1,3,0
76577000,2,4,0
76578000,1,4,0
76579000,3,4,0
76580000,1,3,0
76581000,1,4,0
76582000,2,3,0
76583000,2,3,0
76584000,1,4,0
76585000,3,4,0
76586000,1,3,0
76587000,2,4,0
76588000,1,2,0
76589000,3,4,0
76590000,1,2,0
76591000,1,3,0
76592000,1,4,0
76593000,2,3,0
76594000,1,2,0
76595000,1,2,0
76596000,2,4,0
76597000,3,4,0
76598000,2,4,0
76599000,2,3,0
76600000,3,4,0
76601000,3,4,0
76602000,1,2,0
76603000,1,2,0
76604000,1,3,0
76605000,1,3,0
76606000,3,4,0
76607000,2,4,0
76608000,1,2,0
76609000,1,2,0
76610000,2,3,0
76611000,3,4,0
76612000,1,3,0
76613000,2,4,0
76614000,3,4,0
76615000,3,4,0
76616000,1,4,0
76617000,3,4,0
76618000,3,4,0
76619000,3,4,0
76620000,1,4,0
76621000,3,4,0
76622000,1,3,0
76623000,2,3,0
76624000,2,4,0
76625000,1,3,0
76626000,1,2,0
76627000,3,4,0
76628000,1,2,0
76629000,3,4,0
76630000,1,2,0
76631000,2,3,0
76632000,1,4,0
76633000,3,4,0
76634000,3,4,0
76635000,2,3,0
76636000,3,4,0
76637000,3,4,0
76638000,2,4,0
76639000,1,4,0
76640000,2,4,0
76641000,1,4,0
76642000,1,4,0
76643000,1,2,0
76644000,3,4,0
76645000,2,3,0
76646000,1,4,0
76647000,1,2,0
76648000,2,4,0
76649000,1,2,0
76650000,1,3,0
76651000,1,2,0
76652000,2,4,0
76653000,2,4,0
76654000,1,4,0
76655000,1,4,0
76656000,2,4,0
76657000,2,4,0
76658000,1,4,0
76659000,2,4,0
76660000,2,4,0
76661000,2,3,0
76662000,1,4,0
76663000,1,4,0
76664000,3,4,0
76665000,1,3,0
76666000,2,3,0
76667000,2,4,0
76668000,3,4,0
76669000,2,3,0
76670000,2,3,0
76671000,1,3,0
76672000,1,4,0
76673000,3,4,0
76674000,2,3,0
76675000,3,4,0
76676000,2,3,0
76677000,2,4,0
76678000,1,4,0
76679000,1,4,0
76680000,3,4,0
76681000,3,4,0
76682000,1,4,0
76683000,2,3,0
76684000,1,4,0
76685000,2,4,0
76686000,2,3,0
76687000,2,3,0
76688000,1,3,0
76689000,1,2,0
76690000,1,3,0
76691000,1,4,0
76692000,3,4,0
76693000,1,4,0
76694000,2,4,0
76695000,1,2,0
76696000,1,2,0
76697000,2,4,0
76698000,1,2,0
76699000,2,3,0
76700000,1,4,0
76701000,2,3,0
76702000,2,3,0
76703000,1,4,0
76704000,1,4,0
76705000,2,3,0
76706000,1,4,0
76707000,1,3,0
76708000,1,2,0
76709000,3,4,0
76710000,2,3,0
76711000,1,3,0
76712000,1,3,0
76713000,2,3,0
76714000,2,3,0
76715000,3,4,0
76716000,1,2,0
76717000,1,2,0
76718000,1,2,0
76719000,1,2,0
76720000,1,2,0
76721000,1,3,0
76722000,3,4,0
76723000,2,4,0
76724000,1,3,0
76725000,3,4,0
76726000,2,4,0
76727000,1,4,0
76728000,1,4,0
76729000,3,4,0
76730000,1,4,0
76731000,3,4,0
76732000,1,4,0
76733000,1,3,0
76734000,2,4,0
76735000,2,3,0
76736000,1,3,0
76737000,3,4,0
76738000,2,3,0
76739000,1,3,0
76740000,1,3,0
76741000,1,4,0
76742000,1,3,0
76743000,1,3,0
76744000,2,3,0
76745000,3,4,0
76746000,1,4,0
76747000,2,4,0
76748000,1,4,0
76749000,3,4,0
76750000,1,2,0
76751000,1,2,0
76752000,1,3,0
76753000,2,3,0
76754000,1,3,0
76755000,1,4,0
76756000,2,4,0
76757000,1,2,0
76758000,2,3,0
76759000,1,2,0
76760000,3,4,0
76761000,1,4,0
76762000,2,4,0
76763000,1,3,0
76764000,1,2,0
76765000,1,2,0
76766000,1,2,0
76767000,2,3,0
76768000,2,4,0
76769000,1,4,0
76770000,3,4,0
76771000,2,3,0
76772000,2,3,0
76773000,1,3,0
76774000,3,4,0
76775000,1,2,0
76776000,1,3,0
76777000,2,4,0
76778000,2,4,0
76779000,1,4,0
76780000,1,3,0
76781000,1,2,0
76782000,1,2,0
76783000,3,4,0
76784000,1,4,0
76785000,2,4,0
76786000,1,3,0
76787000,2,4,0
76788000,1,4,0
76789000,2,4,0
76790000,2,4,0
76791000,1,4,0
76792000,1,4,0
76793000,2,3,0
76794000,2,3,0
76795000,2,4,0
76796000,1,3,0
76797000,3,4,0
76798000,1,3,0
76799000,1,4,0
76800000,1,4,0
76801000,3,4,0
76802000,1,4,0
76803000,3,4,0
76804000,1,2,0
76805000,1,4,0
76806000,2,3,0
76807000,3,4,0
76808000,1,2,0
76809000,1,3,0
76810000,1,2,0
76811000,2,4,0
76812000,2,3,0
76813000,3,4,0
76814000,1,2,0
76815000,2,4,0
76816000,2,3,0
76817000,2,3,0
76818000,2,3,0
76819000,1,3,0
76820000,3,4,0
76821000,3,4,0
76822000,1,4,0
76823000,2,3,0
76824000,2,4,0
76825000,2,3,0
76826000,1,4,0
76827000,1,3,0
76828000,1,2,0
76829000,1,4,0
76830000,1,3,0
76831000,1,2,0
76832000,2,3,0
76833000,1,3,0
76834000,2,3,0
76835000,1,2,0
76836000,2,3,0
76837000,2,4,0
76838000,2,3,0
76839000,2,4,0
76840000,1,2,0
76841000,3,4,0
76842000,2,4,0
76843000,3,4,0
76844000,2,3,0
76845000,1,3,0
76846000,1,3,0
76847000,2,4,0
76848000,1,2,0
76849000,1,2,0
76850000,1,2,0
76851000,1,4,0
76852000,2,4,0
76853000,2,3,0
76854000,1,2,0
76855000,2,3,0
76856000,2,4,0
76857000,1,3,0
76858000,2,3,0
76859000,1,3,0
76860000,2,4,0
76861000,1,4,0
76862000,1,3,0
76863000,1,2,0
76864000,1,4,0
76865000,2,4,0
76866000,3,4,0
76867000,1,3,0
76868000,1,2,0
76869000,1,2,0
76870000,1,2,0
76871000,1,3,0
76872000,2,3,0
76873000,1,2,0
76874000,2,3,0
76875000,1,4,0
76876000,2,4,0
76877000,2,3,0
76878000,1,4,0
76879000,1,2,0
76880000,2,4,0
76881000,1,4,0
76882000,1,2,0
76883000,1,4,0
76884000,1,3,0
76885000,1,4,0
76886000,3,4,0
76887000,1,3,0
76888000,1,2,0
76889000,1,4,0
76890000,2,3,0
76891000,1,4,0
76892000,1,4,0
76893000,1,2,0
76894000,2,3,0
76895000,3,4,0
76896000,1,4,0
76897000,2,3,0
76898000,2,4,0
76899000,1,4,0
76900000,1,2,0
76901000,2,4,0
76902000,2,4,0
76903000,3,4,0
76904000,3,4,0
76905000,1,4,0
76906000,2,4,0
76907000,1,4,0
76908000,1,4,0
76909000,1,4,0
76910000,1,4,0
76911000,2,3,0
76912000,1,4,0
76913000,1,3,0
76914000,3,4,0
76915000,1,3,0
76916000,2,4,0
76917000,1,4,0
76918000,2,3,0
76919000,1,2,0
76920000,3,4,0
76921000,1,2,0
76922000,3,4,0
76923000,1,2,0
76924000,3,4,0
76925000,1,4,0
76926000,1,4,0
76927000,2,4,0
76928000,1,4,0
76929000,1,2,0
76930000,2,3,0
76931000,2,4,0
76932000,1,3,0
76933000,1,2,0
76934000,3,4,0
76935000,3,4,0
76936000,1,4,0
76937000,2,4,0
76938000,2,4,0
76939000,3,4,0
76940000,1,3,0
76941000,2,4,0
76942000,1,2,0
76943000,2,4,0
76944000,2,3,0
76945000,2,4,0
76946000,2,3,0
76947000,1,4,0
76948000,2,4,0
76949000,1,4,0
76950000,2,3,0
76951000,1,2,0
76952000,1,2,0
76953000,3,4,0
76954000,1,4,0
76955000,2,3,0
76956000,2,3,0
76957000,2,3,0
76958000,2,3,0
76959000,1,4,0
76960000,1,3,0
76961000,2,3,0
76962000,2,4,0
76963000,2,3,0
76964000,1,4,0
76965000,2,3,0
76966000,1,3,0
76967000,1,4,0
76968000,1,4,0
76969000,1,2,0
76970000,2,4,0
76971000,1,4,0
76972000,1,2,0
76973000,2,4,0
76974000,3,4,0
76975000,2,3,0
76976000,1,2,0
76977000,1,2,0
76978000,3,4,0
76979000,1,3,0
76980000,2,4,0
76981000,2,3,0
76982000,1,4,0
76983000,3,4,0
76984000,2,3,0
76985000,1,3,0
76986000,2,3,0
76987000,2,3,0
76988000,1,2,0
76989000,1,3,0
76990000,1,3,0
76991000,3,4,0
76992000,2,3,0
76993000,3,4,0
76994000,1,3,0
76995000,2,4,0
76996000,1,2,0
76997000,2,4,0
76998000,3,4,0
76999000,1,4,0
77000000,1,2,0
77001000,3,4,0
77002000,1,4,0
77003000,1,4,0
77004000,1,2,0
77005000,2,4,0
77006000,1,3,0
77007000,2,3,0
77008000,2,4,0
77009000,2,3,0
77010000,2,4,0
77011000,2,3,0
77012000,3,4,0
77013000,1,3,0
77014000,1,3,0
77015000,1,4,0
77016000,1,2,0
77017000,1,2,0
77018000,1,2,0
77019000,2,3,0
77020000,1,3,0
77021000,1,4,0
77022000,1,4,0
77023000,3,4,0
77024000,1,2,0
77025000,1,2,0
77026000,1,4,0
77027000,3,4,0
77028000,1,4,0
77029000,2,4,0
77030000,1,2,0
77031000,2,3,0
77032000,3,4,0
77033000,1,4,0
77034000,1,4,0
77035000,1,4,0
77036000,1,3,0
77037000,3,4,0
77038000,1,2,0
77039000,2,3,0
77040000,1,4,0
77041000,1,4,0
77042000,2,3,0
77043000,3,4,0
77044000,1,3,0
77045000,1,3,0
77046000,1,3,0
77047000,1,3,0
77048000,1,3,0
77049000,2,3,0
77050000,1,2,0
77051000,2,3,0
77052000,1,3,0
77053000,2,4,0
77054000,1,4,0
77055000,1,4,0
77056000,1,4,0
77057000,1,3,0
77058000,2,3,0
77059000,2,3,0
77060000,1,4,0
77061000,3,4,0
77062000,3,4,0
77063000,1,2,0
77064000,1,4,0
77065000,1,4,0
77066000,1,2,0
77067000,1,3,0
77068000,2,3,0
77069000,1,3,0
77070000,1,3,0
77071000,1,3,0
77072000,1,4,0
77073000,1,2,0
77074000,1,4,0
77075000,3,4,0
77076000,2,4,0
77077000,2,4,0
77078000,2,4,0
77079000,1,4,0
77080000,1,2,0
77081000,2,4,0
77082000,1,3,0
77083000,3,4,0
77084000,1,4,0
77085000,2,3,0
77086000,1,4,0
77087000,2,3,0
77088000,1,4,0
77089000,3,4,0
77090000,3,4,0
77091000,1,3,0
77092000,1,2,0
77093000,1,2,0
77094000,1,2,0
77095000,3,4,0
77096000,1,2,0
77097000,2,3,0
77098000,1,2,0
77099000,3,4,0
77100000,2,4,0
77101000,1,4,0
77102000,1,4,0
77103000,3,4,0
77104000,1,2,0
77105000,1,2,0
77106000,1,3,0
77107000,1,4,0
77108000,1,2,0
77109000,1,4,0
77110000,1,3,0
77111000,2,3,0
77112000,2,3,0
77113000,1,4,0
77114000,2,4,0
77115000,1,3,0
77116000,1,4,0
77117000,2,4,0
77118000,2,4,0
77119000,2,3,0
77120000,3,4,0
77121000,2,4,0
77122000,1,2,0
77123000,1,2,0
77124000,2,3,0
77125000,1,2,0
77126000,3,4,0
77127000,1,2,0
77128000,1,3,0
77129000,1,2,0
77130000,1,3,0
77131000,1,2,0
77132000,3,4,0
77133000,1,3,0
77134000,1,2,0
77135000,1,2,0
77136000,1,4,0
77137000,3,4,0
77138000,2,4,0
77139000,2,4,0
77140000,1,2,0
77141000,1,3,0
77142000,1,2,0
77143000,2,4,0
77144000,1,2,0
77145000,1,3,0
77146000,1,2,0
77147000,3,4,0
77148000,1,2,0
77149000,1,3,0
77150000,1,4,0
77151000,1,3,0
77152000,2,3,0
77153000,1,2,0
77154000,2,4,0
77155000,3,4,0
77156000,2,4,0
77157000,2,3,0
77158000,1,3,0
77159000,1,2,0
77160000,1,2,0
77161000,1,2,0
77162000,2,4,0
77163000,2,4,0
77164000,3,4,0
77165000,1,3,0
77166000,2,3,0
77167000,2,4,0
77168000,2,3,0
77169000,3,4,0
77170000,1,2,0
77171000,3,4,0
77172000,1,2,0
77173000,1,4,0
77174000,3,4,0
77175000,3,4,0
77176000,2,4,0
77177000,1,3,0
77178000,1,4,0
77179000,1,4,0
77180000,1,3,0
77181000,2,3,0
77182000,1,4,0
77183000,1,4,0
77184000,2,4,0
77185000,2,3,0
77186000,2,3,0
77187000,1,4,0
77188000,1,3,0
77189000,3,4,0
77190000,2,4,0
77191000,3,4,0
77192000,1,4,0
77193000,1,2,0
77194000,1,2,0
77195000,2,3,0
77196000,2,4,0
77197000,1,4,0
77198000,1,3,0
77199000,3,4,0
77200000,1,3,0
77201000,1,3,0
77202000,3,4,0
77203000,2,3,0
77204000,1,3,0
77205000,1,4,0
77206000,3,4,0
77207000,1,3,0
77208000,2,4,0
77209000,1,3,0
77210000,1,2,0
77211000,2,4,0
77212000,1,2,0
77213000,3,4,0
77214000,2,3,0
77215000,1,4,0
77216000,1,4,0
77217000,1,3,0
77218000,1,3,0
77219000,2,4,0
77220000,1,4,0
77221000,2,4,0
77222000,3,4,0
77223000,3,4,0
77224000,1,2,0
77225000,1,4,0
77226000,1,2,0
77227000,1,3,0
77228000,3,4,0
77229000,2,4,0
77230000,1,4,0
77231000,1,2,0
77232000,3,4,0
77233000,1,4,0
77234000,1,4,0
77235000,1,2,0
77236000,1,4,0
77237000,2,3,0
77238000,3,4,0
77239000,2,3,0
77240000,2,4,0
77241000,3,4,0
77242000,2,3,0
77243000,3,4,0
77244000,3,4,0
77245000,1,2,0
77246000,2,3,0
77247000,2,4,0
77248000,2,3,0
77249000,1,4,0
77250000,2,3,0
77251000,2,3,0
77252000,3,4,0
77253000,1,2,0
77254000,3,4,0
77255000,1,3,0
77256000,1,4,0
77257000,2,3,0
77258000,1,2,0
77259000,1,2,0
77260000,1,4,0
77261000,1,2,0
77262000,2,3,0
77263000,2,3,0
77264000,3,4,0
77265000,1,2,0
77266000,1,4,0
77267000,2,3,0
77268000,1,2,0
77269000,2,4,0
77270000,2,4,0
77271000,1,2,0
77272000,2,4,0
77273000,2,4,0
77274000,3,4,0
77275000,1,3,0
77276000,2,4,0
77277000,2,3,0
77278000,2,3,0
77279000,1,3,0
77280000,1,3,0
77281000,1,2,0
77282000,1,4,0
77283000,2,4,0
77284000,2,4,0
77285000,2,4,0
77286000,1,2,0
77287000,1,3,0
77288000,2,4,0
77289000,2,4,0
77290000,1,4,0
77291000,3,4,0
77292000,2,3,0
77293000,1,2,0
77294000,2,3,0
77295000,1,4,0
77296000,1,3,0
77297000,2,3,0
77298000,3,4,0
77299000,1,3,0
77300000,1,2,0
77301000,2,4,0
77302000,1,2,0
77303000,3,4,0
77304000,3,4,0
77305000,2,3,0
77306000,1,4,0
77307000,2,3,0
77308000,2,4,0
77309000,2,3,0
77310000,1,4,0
77311000,1,4,0
77312000,1,3,0
77313000,1,3,0
77314000,1,2,0
77315000,1,4,0
77316000,1,3,0
77317000,3,4,0
77318000,2,4,0
77319000,3,4,0
77320000,2,4,0
77321000,1,3,0
77322000,3,4,0
77323000,2,4,0
77324000,1,2,0
77325000,2,3,0
77326000,3,4,0
77327000,2,4,0
77328000,1,4,0
77329000,3,4,0
77330000,1,4,0
77331000,1,2,0
77332000,1,2,0
77333000,1,2,0
77334000,1,4,0
77335000,2,3,0
77336000,2,4,0
77337000,1,4,0
77338000,3,4,0
77339000,1,4,0
77340000,3,4,0
77341000,3,4,0
77342000,2,4,0
77343000,1,4,0
77344000,2,4,0
77345000,2,3,0
77346000,3,4,0
77347000,1,4,0
77348000,2,3,0
77349000,1,3,0
77350000,1,2,0
77351000,1,3,0
77352000,1,2,0
77353000,1,3,0
77354000,2,3,0
77355000,1,3,0
77356000,2,4,0
77357000,2,3,0
77358000,2,4,0
77359000,1,3,0
77360000,1,3,0
77361000,2,3,0
77362000,1,2,0
77363000,1,3,0
77364000,1,3,0
77365000,1,2,0
77366000,1,2,0
77367000,2,3,0
77368000,1,2,0
77369000,2,4,0
77370000,2,4,0
77371000,2,4,0
77372000,1,2,0
77373000,2,4,0
77374000,1,2,0
77375000,2,4,0
77376000,1,3,0
77377000,1,3,0
77378000,3,4,0
77379000,1,4,0
77380000,1,2,0
77381000,2,4,0
77382000,1,4,0
77383000,2,4,0
77384000,1,4,0
77385000,1,4,0
77386000,1,3,0
77387000,2,3,0
77388000,1,4,0
77389000,1,4,0
77390000,2,4,0
77391000,1,2,0
77392000,2,4,0
77393000,2,3,0
77394000,1,4,0
77395000,2,4,0
77396000,3,4,0
77397000,1,2,0
77398000,1,3,0
77399000,3,4,0
77400000,3,4,0
77401000,2,4,0
77402000,1,2,0
77403000,2,3,0
77404000,2,4,0
77405000,1,2,0
77406000,1,2,0
77407000,1,2,0
77408000,2,3,0
77409000,1,3,0
77410000,1,4,0
77411000,1,3,0
77412000,1,2,0
77413000,1,3,0
77414000,3,4,0
77415000,1,4,0
77416000,1,3,0
77417000,1,2,0
77418000,1,2,0
77419000,1,3,0
77420000,1,4,0
77421000,1,3,0
77422000,1,4,0
77423000,1,4,0
77424000,2,4,0
77425000,1,3,0
77426000,3,4,0
77427000,1,2,0
77428000,2,3,0
77429000,1,3,0
77430000,2,3,0
77431000,3,4,0
77432000,1,2,0
77433000,1,4,0
77434000,1,2,0
77435000,2,3,0
77436000,2,3,0
77437000,1,2,0
77438000,2,4,0
77439000,1,4,0
77440000,1,4,0
77441000,1,3,0
77442000,2,3,0
77443000,3,4,0
77444000,1,3,0
77445000,1,2,0
77446000,2,4,0
77447000,2,4,0
77448000,1,3,0
77449000,1,4,0
77450000,1,2,0
77451000,2,4,0
77452000,3,4,0
77453000,3,4,0
77454000,2,3,0
77455000,1,2,0
77456000,2,4,0
77457000,2,4,0
77458000,1,2,0
77459000,3,4,0
77460000,1,4,0
77461000,3,4,0
77462000,1,3,0
77463000,2,4,0
77464000,3,4,0
77465000,3,4,0
77466000,2,4,0
77467000,1,4,0
77468000,2,3,0
77469000,2,3,0
77470000,1,3,0
77471000,1,2,0
77472000,1,4,0
77473000,2,3,0
77474000,1,2,0
77475000,3,4,0
77476000,2,4,0
77477000,1,3,0
77478000,1,4,0
77479000,2,3,0
77480000,3,4,0
77481000,2,3,0
77482000,1,2,0
77483000,1,3,0
77484000,3,4,0
77485000,3,4,0
77486000,2,4,0
77487000,2,4,0
77488000,1,3,0
77489000,3,4,0
77490000,3,4,0
77491000,2,4,0
77492000,1,3,0
77493000,1,2,0
77494000,2,3,0
77495000,1,3,0
77496000,3,4,0
77497000,2,4,0
77498000,2,3,0
77499000,1,4,0
77500000,2,3,0
77501000,2,4,0
77502000,2,3,0
77503000,1,3,0
77504000,2,3,0
77505000,1,3,0
77506000,1,4,0
77507000,2,3,0
77508000,1,2,0
77509000,2,3,0
77510000,2,4,0
77511000,1,2,0
77512000,1,4,0
77513000,2,3,0
77514000,3,4,0
77515000,2,3,0
77516000,1,4,0
77517000,2,4,0
77518000,1,4,0
77519000,3,4,0
77520000,1,2,0
77521000,1,4,0
77522000,1,2,0
77523000,1,3,0
77524000,3,4,0
77525000,1,3,0
77526000,2,4,0
77527000,2,3,0
77528000,1,4,0
77529000,2,4,0
77530000,1,4,0
77531000,1,4,0
77532000,2,3,0
77533000,2,4,0
77534000,1,4,0
77535000,1,2,0
77536000,3,4,0
77537000,1,3,0
77538000,1,3,0
77539000,2,3,0
77540000,1,4,0
77541000,3,4,0
77542000,1,3,0
77543000,2,3,0
77544000,1,3,0
77545000,1,4,0
77546000,1,3,0
77547000,1,2,0
77548000,1,3,0
77549000,2,3,0
77550000,3,4,0
77551000,1,3,0
77552000,2,4,0
77553000,1,2,0
77554000,1,3,0
77555000,1,2,0
77556000,2,3,0
77557000,2,4,0
77558000,1,3,0
77559000,3,4,0
77560000,3,4,0
77561000,1,2,0
77562000,3,4,0
77563000,1,3,0
77564000,1,3,0
77565000,1,3,0
77566000,3,4,0
77567000,1,3,0
77568000,2,4,0
77569000,1,3,0
77570000,1,2,0
77571000,1,2,0
77572000,1,3,0
77573000,3,4,0
77574000,2,4,0
77575000,1,2,0
77576000,2,3,0
77577000,2,3,0
77578000,2,3,0
77579000,1,2,0
77580000,1,3,0
77581000,2,3,0
77582000,1,4,0
77583000,2,3,0
77584000,1,4,0
77585000,2,4,0
77586000,1,2,0
77587000,3,4,0
77588000,1,2,0
77589000,3,4,0
77590000,1,4,0
77591000,3,4,0
77592000,3,4,0
77593000,2,4,0
77594000,1,4,0
77595000,2,4,0
77596000,1,4,0
77597000,1,2,0
77598000,1,2,0
77599000,2,4,0
77600000,3,4,0
77601000,1,3,0
77602000,1,4,0
77603000,1,3,0
77604000,1,4,0
77605000,2,3,0
77606000,2,4,0
77607000,2,4,0
77608000,2,3,0
77609000,1,3,0
77610000,2,3,0
77611000,3,4,0
77612000,1,2,0
77613000,2,4,0
77614000,3,4,0
77615000,2,3,0
77616000,1,4,0
77617000,1,4,0
77618000,1,3,0
77619000,1,3,0
77620000,2,4,0
77621000,2,3,0
77622000,1,3,0
77623000,1,2,0
77624000,2,3,0
77625000,2,4,0
77626000,1,3,0
77627000,2,3,0
77628000,1,3,0
77629000,1,4,0
77630000,1,2,0
77631000,1,3,0
77632000,1,3,0
77633000,1,3,0
77634000,2,3,0
77635000,1,3,0
77636000,1,2,0
77637000,1,4,0
77638000,1,3,0
77639000,1,3,0
77640000,2,3,0
77641000,1,4,0
77642000,2,4,0
77643000,1,3,0
77644000,2,3,0
77645000,1,2,0
77646000,2,4,0
77647000,1,2,0
77648000,1,2,0
77649000,3,4,0
77650000,1,3,0
77651000,1,4,0
77652000,1,4,0
77653000,1,3,0
77654000,1,3,0
77655000,2,3,0
77656000,1,2,0
77657000,2,3,0
77658000,2,4,0
77659000,1,3,0
77660000,1,4,0
77661000,3,4,0
77662000,2,3,0
77663000,1,4,0
77664000,2,4,0
77665000,1,3,0
77666000,2,4,0
77667000,3,4,0
77668000,2,3,0
77669000,2,4,0
77670000,2,3,0
77671000,2,4,0
