generation,N_shifts,logPrior,logLik,eventRate,acceptRate
160650000,161,1306.55,-455.073,141.481,0.241
160700000,154,1236.95,-485.658,155.758,0.24
160750000,135,1090.57,-474.101,118.164,0.217
160800000,151,1204.89,-543.895,128.144,0.242
160850000,139,1109.77,-456.878,126.439,0.218
160900000,137,1097.1,-407.943,129.211,0.207
160950000,110,888.219,-412.464,90.587,0.232
161000000,141,1134.72,-466.882,127.748,0.234
161050000,162,1322.23,-487.774,136.478,0.226
161100000,132,1054.36,-344.431,119.327,0.228
161150000,160,1285.93,-355.377,157.353,0.225
161200000,126,1035.02,-470.734,110.547,0.218
161250000,121,997.066,-462.98,111.658,0.247
161300000,136,1104.82,-484.206,130.599,0.235
161350000,96,785.856,-540.056,84.3501,0.21
161400000,126,1006.82,-470.717,143.554,0.248
161450000,134,1088.42,-487.905,116.291,0.253
161500000,142,1132.02,-485.35,146.599,0.22
161550000,119,943.95,-475.147,105.607,0.227
161600000,97,770.958,-504.166,90.8703,0.226
161650000,131,1057.46,-444.175,112.755,0.225
161700000,160,1276.67,-513.917,174.31,0.232
161750000,136,1067.5,-469.917,141.335,0.242
161800000,125,1004.14,-431.076,126.205,0.227
161850000,124,996.162,-494.456,113.981,0.234
161900000,93,722.779,-372.325,80.0502,0.226
161950000,110,860.945,-441.461,99.9955,0.209
162000000,113,891.867,-452.668,105.928,0.218
162050000,108,848.157,-540.444,98.8929,0.22
162100000,132,1059.63,-444.929,111.831,0.249
162150000,146,1184.14,-481.273,131.232,0.249
162200000,141,1125.26,-477.397,115.353,0.232
162250000,139,1127,-499.673,129.382,0.228
162300000,121,974.976,-531.343,118.302,0.239
162350000,117,948.799,-518.616,96.0454,0.248
162400000,139,1133.24,-568.736,121.451,0.235
162450000,119,985.77,-504.081,96.667,0.224
162500000,108,886.12,-514.725,90.041,0.213
162550000,125,1013.66,-482.432,77.4526,0.242
162600000,124,1008.3,-548.139,120.948,0.235
162650000,129,1062.73,-572.348,114.643,0.233
162700000,154,1239.51,-484.011,124.036,0.238
162750000,146,1180.7,-452.29,140.395,0.23
162800000,121,942.011,-474.852,101.16,0.231
162850000,131,1032.33,-402.843,129.305,0.23
162900000,133,1060.89,-393.064,123.576,0.248
162950000,159,1263.6,-430.774,147.839,0.24
163000000,118,941.321,-516.386,110.894,0.224
163050000,128,1047.24,-499.874,117.425,0.222
163100000,117,944.294,-459.773,96.0007,0.233
163150000,109,887.02,-507.452,98.8406,0.25
163200000,108,869.15,-503.558,102.572,0.262
163250000,142,1133.25,-534.651,138.633,0.255
163300000,162,1294.27,-535.992,130.689,0.255
163350000,142,1131.37,-495.57,139.811,0.226
163400000,136,1067.12,-471.562,130.338,0.228
163450000,141,1131.54,-520.348,152.34,0.218
163500000,142,1134.78,-507.176,128.668,0.218
163550000,155,1262.63,-515.129,148.495,0.232
163600000,131,1071.5,-444.288,124.97,0.241
163650000,145,1154.16,-431.32,120.081,0.272
163700000,163,1321.03,-509.174,153.054,0.264
163750000,128,1038.81,-487.784,120.686,0.24
163800000,148,1198.32,-459.028,142.331,0.235
163850000,136,1091.06,-424.483,122.074,0.229
163900000,155,1239.36,-436.747,128.501,0.231
163950000,157,1253.46,-453.73,156.4,0.222
164000000,138,1116.86,-342.449,142.552,0.229
164050000,150,1217.34,-346.4,133.291,0.25
164100000,112,932.283,-376.062,78.5432,0.211
164150000,131,1063.38,-446.709,125.178,0.241
164200000,148,1186.27,-487.837,130.773,0.255
164250000,121,979.088,-466.935,111.655,0.221
164300000,135,1086.15,-489.749,110.11,0.217
164350000,114,914.55,-483.257,107.205,0.248
164400000,160,1273.42,-476.891,143.488,0.233
164450000,156,1241.5,-431.989,135.722,0.216
164500000,135,1067.04,-448.944,114.551,0.231
164550000,133,1067.91,-464.087,118.631,0.264
164600000,150,1229.18,-502.262,128.56,0.218
164650000,147,1173.96,-545.447,146.228,0.239
164700000,141,1126.23,-509.047,123.559,0.242
164750000,144,1152.63,-484.21,138.488,0.256
164800000,132,1067.49,-458.042,106.47,0.242
164850000,138,1111.55,-460.867,125.365,0.212
164900000,144,1158.52,-455.449,132.716,0.213
164950000,145,1181.9,-489.179,123.352,0.232
165000000,118,929.363,-412.904,120.479,0.215
165050000,157,1269.01,-423.148,126.77,0.246
165100000,166,1305.04,-468.918,143.038,0.216
165150000,202,1609.53,-414.573,182.213,0.225
165200000,128,1018.12,-430.749,141.887,0.233
165250000,132,1047.78,-478.33,121.911,0.245
165300000,166,1339.82,-432.003,148.332,0.214
165350000,163,1314.07,-457.134,146.089,0.24
165400000,176,1408.1,-497.542,173.43,0.251
165450000,171,1384.45,-465.729,166.987,0.227
165500000,161,1278.3,-509.088,153.18,0.226
165550000,168,1345.87,-453.596,141.963,0.229
165600000,153,1248.8,-457.444,138.874,0.222
165650000,166,1306.93,-517.75,139.04,0.219
165700000,144,1143.1,-536.906,151.69,0.247
165750000,143,1137.03,-492.57,120.504,0.227
165800000,150,1230.06,-541.62,140.554,0.216
165850000,121,981.387,-485.272,104.967,0.217
165900000,140,1111.46,-544.797,132.507,0.211
165950000,127,1036.8,-533.993,111.94,0.241
166000000,128,1010.65,-573.977,118.861,0.234
166050000,129,1031.12,-617.133,118.539,0.224
166100000,120,973.719,-572.794,102.606,0.25
166150000,108,869.117,-555.066,93.9853,0.238
166200000,138,1110.95,-524.53,107.601,0.248
166250000,137,1098.42,-568.003,129.574,0.253
166300000,169,1359.38,-545.72,171.665,0.254
166350000,125,987.726,-565.447,99.6793,0.24
166400000,134,1072.93,-523.403,122.063,0.242
166450000,131,1026.79,-497.07,117.832,0.227
166500000,167,1351.08,-486.45,136.447,0.233
166550000,163,1315.49,-494.301,160.375,0.233
166600000,120,963.903,-501.251,119.441,0.202
166650000,107,848.703,-432.694,118.015,0.219
166700000,130,1021.81,-462.832,111.618,0.244
166750000,133,1068.59,-437.336,108.751,0.216
166800000,141,1113.92,-442.003,122.783,0.22
166850000,143,1146.27,-446.168,134.688,0.231
166900000,150,1173.94,-396.021,135.503,0.227
166950000,181,1448.44,-440.494,170.668,0.216
167000000,183,1461.82,-477.654,177.348,0.242
167050000,156,1258.44,-396.791,111.652,0.249
167100000,132,1033.23,-435.136,121.859,0.23
167150000,130,1047.77,-432.314,116.523,0.241
167200000,135,1106.02,-375.547,110.747,0.214
167250000,132,1074.25,-486.283,125.311,0.226
167300000,122,983.978,-473.082,100.614,0.249
167350000,144,1148.31,-423.291,137.922,0.225
167400000,140,1098.95,-309.434,149.63,0.197
167450000,140,1102.26,-373.305,140.823,0.243
167500000,150,1186.4,-375.127,134.578,0.228
167550000,165,1298.5,-428.938,155.361,0.23
167600000,202,1615.51,-419.741,168.378,0.243
167650000,165,1324.72,-499.796,139.481,0.234
167700000,180,1448.81,-479.31,170.632,0.232
167750000,190,1531.25,-484.564,185.639,0.228
167800000,181,1463.14,-447.047,161.2,0.229
167850000,165,1331.78,-396.414,158.672,0.21
167900000,155,1266.41,-454.646,137.34,0.213
167950000,178,1423.26,-405.348,151.806,0.229
168000000,175,1412.21,-438.586,165.65,0.227
168050000,141,1143.7,-428.662,138.853,0.232
168100000,130,1032.57,-472.868,124.024,0.22
168150000,135,1076.78,-494.18,122.899,0.237
168200000,139,1135.89,-448.286,109.027,0.212
168250000,147,1174.8,-434.473,124.675,0.233
168300000,140,1117.44,-425.711,129.778,0.26
168350000,136,1073.87,-458.944,128.914,0.239
168400000,141,1145.91,-523.336,149.235,0.246
168450000,99,768.018,-476.49,77.1855,0.232
168500000,164,1325.79,-474.966,151.032,0.237
168550000,140,1135.72,-468.791,129.181,0.252
168600000,166,1339.26,-481.421,159.151,0.227
168650000,152,1174.05,-574.394,139.616,0.239
168700000,139,1110.86,-435.46,113.976,0.236
168750000,136,1107.03,-419.67,118.258,0.219
168800000,135,1072.38,-458.546,126.513,0.243
168850000,132,1056.26,-521.604,130.596,0.256
168900000,139,1112.54,-507.275,142.008,0.253
168950000,151,1222.74,-539.241,149.208,0.244
169000000,115,905.63,-575.856,119.827,0.221
169050000,148,1190.96,-518.382,138.678,0.22
169100000,117,939.145,-519.161,94.6613,0.253
169150000,120,949.206,-496.946,108.297,0.253
169200000,108,857.772,-465.36,114.581,0.233
169250000,112,896.642,-526.332,111.834,0.246
169300000,110,874.532,-496.117,92.1794,0.226
169350000,110,878.886,-480.862,93.8661,0.232
169400000,141,1131.58,-512.966,126.954,0.205
169450000,125,997.487,-575.183,94.873,0.233
169500000,102,811.651,-559.51,86.3905,0.23
169550000,116,952.115,-552.126,89.7913,0.245
169600000,128,1020.73,-550.262,115.859,0.251
169650000,126,993.459,-583.06,128.147,0.26
169700000,96,781.714,-593.549,79.1059,0.238
169750000,100,822.734,-603.455,96.5593,0.251
169800000,109,876.925,-536.358,87.7944,0.252
169850000,144,1189.46,-520.72,142.906,0.247
169900000,145,1162.99,-509.742,147.513,0.243
169950000,154,1221.84,-510.768,137.947,0.225
170000000,177,1409.01,-471.949,157.235,0.229
170050000,125,1008.1,-485.504,131.413,0.224
170100000,169,1369.39,-478.645,171.989,0.23
170150000,127,1027.83,-545.07,106.525,0.255
170200000,123,1004.79,-499.457,111.899,0.212
170250000,120,979.296,-499.187,102.322,0.23
170300000,96,770.199,-532.475,91.5416,0.239
170350000,104,839.881,-535.086,96.4018,0.27
170400000,92,709.821,-533.054,86.7038,0.249
170450000,158,1272.5,-450.236,110.399,0.222
170500000,151,1221.94,-534.129,123.5,0.211
170550000,106,847.894,-552.128,94.7317,0.228
170600000,116,935.466,-536.912,106.371,0.204
170650000,152,1239.05,-558.316,143.44,0.243
170700000,121,970.329,-548.525,111.626,0.237
170750000,102,815.114,-536.386,86.8619,0.227
170800000,138,1134.9,-552.233,103.098,0.245
170850000,165,1338.34,-529.347,159.595,0.246
170900000,118,965.071,-512.913,108.897,0.231
170950000,143,1184.58,-570.513,130.154,0.234
171000000,112,906.997,-578.827,122.416,0.217
171050000,138,1120.45,-633.2,121.892,0.208
171100000,97,773.232,-524.235,80.7897,0.221
171150000,139,1099.83,-542.015,130.026,0.208
171200000,149,1171.87,-495.471,127.673,0.223
171250000,157,1272.45,-457.099,125.602,0.237
171300000,163,1289.68,-527.062,150.388,0.219
171350000,136,1100.56,-515.405,133.487,0.244
171400000,133,1069.8,-476.553,124.87,0.221
171450000,119,953.667,-481.487,118.885,0.232
171500000,157,1216.71,-489.024,137.178,0.268
171550000,143,1121.82,-476.239,125.266,0.244
171600000,131,1029.73,-508.602,126.082,0.218
171650000,127,1023.79,-442.907,117.518,0.23
171700000,142,1131.45,-540.25,117.749,0.222
171750000,159,1286.25,-527.249,137.625,0.229
171800000,145,1184.25,-492.402,133.583,0.226
171850000,163,1284.75,-507.813,152.973,0.218
171900000,149,1203.14,-456.519,132.627,0.257
171950000,178,1433.69,-482.97,143.655,0.235
172000000,128,1028.46,-507.359,116.003,0.246
172050000,124,953.456,-444.646,109.897,0.232
172100000,144,1141.18,-494.743,125.319,0.238
172150000,158,1282.32,-495.042,142.525,0.2
172200000,171,1364.87,-417.808,155.179,0.22
172250000,141,1151.75,-464.978,105.268,0.212
172300000,128,1043.16,-516.862,105.124,0.236
172350000,119,940.878,-492.104,119.616,0.24
172400000,143,1149.58,-491.574,147.165,0.241
172450000,131,1021.66,-573.217,101.826,0.22
172500000,109,876.131,-535.775,110.747,0.244
172550000,144,1160.1,-520.304,129.756,0.242
172600000,130,1057.09,-499.472,144.664,0.218
172650000,137,1109.39,-536.757,126.92,0.234
172700000,118,951.336,-598.173,115.961,0.25
172750000,103,845.735,-623.285,90.8254,0.223
172800000,102,844.979,-600.509,88.4854,0.234
172850000,108,862.578,-544.238,110.056,0.253
172900000,95,758.116,-548.924,90.6222,0.228
172950000,99,793.689,-585.293,87.3195,0.242
173000000,110,868.858,-585.44,106.357,0.218
173050000,123,994.508,-560.48,117.278,0.227
173100000,77,619.727,-560.54,70.3635,0.218
173150000,126,1002.72,-582.943,118.953,0.236
173200000,106,874.146,-514.073,96.0057,0.222
173250000,144,1192.01,-474.061,135.558,0.238
173300000,128,1046.16,-515.099,125.371,0.24
173350000,119,971.882,-510.064,108.719,0.245
173400000,122,957.541,-512.637,112.179,0.225
173450000,104,834.797,-561.253,96.9332,0.26
173500000,115,907.043,-544.432,115.61,0.248
173550000,130,1053.67,-495.382,116.13,0.223
173600000,114,904.776,-513.961,97.7692,0.226
173650000,114,932.618,-540.869,95.2312,0.208
173700000,106,851.651,-595.554,81.8126,0.227
173750000,117,946.438,-607.522,107.671,0.244
173800000,110,896.865,-574.069,99.2778,0.231
173850000,114,930.741,-509.849,103.838,0.252
173900000,116,962.516,-497.179,124.105,0.254
173950000,109,900.32,-528.335,89.5352,0.231
174000000,138,1101.01,-533.503,122.291,0.244
174050000,122,966.166,-540.55,115.135,0.24
174100000,151,1177.87,-529.98,142.81,0.237
174150000,126,978.661,-536.746,101.97,0.215
174200000,148,1193.22,-566.488,146.433,0.226
174250000,123,963.846,-495.105,100.35,0.22
174300000,147,1181.36,-472.509,134.012,0.225
174350000,146,1156.86,-458.678,138.218,0.22
174400000,119,959.393,-465.547,109.745,0.238
174450000,124,992.424,-492.139,115.146,0.226
174500000,124,990.195,-527.165,99.3705,0.228
174550000,92,723.61,-515.612,98.4804,0.245
174600000,86,686.585,-560.312,63.5066,0.241
174650000,126,1016.57,-467.948,105.391,0.215
174700000,120,972.408,-420.277,109.503,0.227
174750000,148,1194.17,-455.405,138.145,0.231
174800000,133,1054.87,-477.303,129.337,0.205
174850000,106,839.229,-444.183,103.717,0.21
174900000,120,966.391,-463.886,121.139,0.218
174950000,137,1111.05,-478.786,119.44,0.243
175000000,135,1086.84,-542.842,121.564,0.247
175050000,113,911.866,-605.231,103.528,0.258
175100000,104,852.06,-532.198,74.3417,0.239
175150000,126,1008.98,-657.84,117.122,0.255
175200000,110,890.792,-636.785,119.856,0.269
175250000,87,700.83,-610.647,83.7503,0.264
175300000,100,802.543,-612.779,79.3397,0.244
175350000,80,625.967,-622.808,67.5008,0.227
175400000,102,826.413,-677.293,87.8971,0.263
175450000,102,822.1,-578.267,96.6733,0.251
175500000,104,830.376,-607.166,84.1092,0.246
175550000,115,931.968,-570.086,114.697,0.223
175600000,94,766.711,-580.792,79.8019,0.25
175650000,68,557.975,-611.359,58.8331,0.214
175700000,114,932.994,-671.4,95.4575,0.247
175750000,102,826.035,-627.474,79.88,0.234
175800000,83,643.647,-580.581,97.5028,0.237
175850000,99,793.781,-528.524,82.5878,0.258
175900000,84,672.221,-477.881,65.6681,0.232
175950000,99,813.992,-532.128,88.176,0.222
176000000,116,907.286,-561.722,94.4813,0.234
176050000,115,925.034,-520.195,108.016,0.212
176100000,101,819.112,-513.901,81.1441,0.241
176150000,95,762.712,-541.837,92.3242,0.255
176200000,113,911.501,-617.56,111.199,0.277
176250000,123,979.469,-558.561,132.724,0.26
176300000,145,1199.49,-546.195,149.624,0.239
176350000,164,1328.41,-577.227,162.499,0.237
176400000,123,998.788,-514.924,109.294,0.223
176450000,115,933.249,-469.195,106.67,0.217
176500000,135,1062.23,-581.805,114.668,0.222
176550000,147,1180,-564.628,138.234,0.227
176600000,102,818.387,-522.142,105.139,0.228
176650000,117,941.606,-604.154,120.12,0.237
176700000,95,761.604,-532.201,81.6183,0.225
176750000,80,632.706,-601.31,68.2965,0.26
176800000,90,689.761,-608.65,65.6867,0.252
176850000,99,790.594,-529.244,94.3876,0.236
176900000,98,772.762,-574.206,92.4933,0.235
176950000,132,1065.23,-542.501,125.601,0.245
177000000,139,1080.49,-525.079,138.778,0.239
177050000,113,899.004,-491.764,96.7449,0.237
177100000,143,1156.27,-437.076,123.779,0.229
177150000,146,1145.4,-453.283,134.526,0.224
177200000,118,942.409,-446.987,98.8716,0.22
177250000,111,887.766,-447.191,85.8939,0.238
177300000,116,925.06,-456.711,93.4713,0.246
177350000,124,971.247,-449.807,142.309,0.246
177400000,127,1012.12,-475.513,111.878,0.232
177450000,131,1061.46,-480.606,119.953,0.234
177500000,120,969.173,-414.61,98.6104,0.231
177550000,119,956.437,-476.339,101.471,0.223
177600000,112,903.483,-533.905,108.953,0.227
177650000,118,963.546,-512.572,105.276,0.229
177700000,136,1076.99,-486.706,118.932,0.213
177750000,166,1353.63,-453.718,153.768,0.238
177800000,131,1043.47,-484.371,113.286,0.223
177850000,112,899.334,-517.433,100.525,0.248
177900000,131,1051.05,-487.997,98.5718,0.241
177950000,128,1026.69,-550.96,113.938,0.256
178000000,132,1053.94,-510.635,121.547,0.234
178050000,128,1044.82,-540.32,118.107,0.225
178100000,154,1243.74,-498.63,154.869,0.232
178150000,140,1131.08,-532.683,123.572,0.263
178200000,140,1115.77,-486.965,120.357,0.25
178250000,125,1021.21,-520.894,126.241,0.243
178300000,140,1109.97,-496.472,118.285,0.241
178350000,161,1273.66,-566.086,134.187,0.217
178400000,135,1074.72,-529.606,112.836,0.248
178450000,133,1062.8,-578.576,128.291,0.249
178500000,133,1081.46,-560.4,118.217,0.226
178550000,135,1106.73,-583.227,111.602,0.222
178600000,106,860.426,-509.036,109.402,0.221
178650000,120,974.257,-562.956,93.0355,0.244
178700000,110,860.267,-498.896,104.79,0.225
178750000,118,955.841,-488.411,107.23,0.238
178800000,101,797.083,-587.862,85.8177,0.236
178850000,144,1161.19,-527.858,131.776,0.234
178900000,121,952.534,-400.248,134.755,0.223
178950000,152,1218.07,-477.424,137.76,0.247
179000000,127,1025.53,-499.365,108.095,0.243
179050000,112,895.046,-432.417,122.754,0.242
179100000,125,997.2,-444.865,109.764,0.253
179150000,91,727.189,-501.556,92.7808,0.225
179200000,104,839.985,-515.199,84.2574,0.222
179250000,116,933.519,-489.486,98.683,0.226
179300000,163,1321.42,-516.009,142.789,0.252
179350000,109,878.935,-457.191,91.6092,0.218
179400000,114,914.781,-460.516,107.357,0.222
179450000,103,838.974,-465.155,107.678,0.234
179500000,90,702.888,-506.137,95.6137,0.247
179550000,155,1284.17,-440.111,127.375,0.212
179600000,142,1135.26,-524.856,155.234,0.216
179650000,112,916.128,-458.189,105.691,0.223
179700000,92,740.498,-546.761,99.8149,0.222
179750000,124,996.291,-535.499,133.064,0.22
179800000,107,870.876,-606.061,84.5744,0.238
179850000,93,752.848,-466.198,88.969,0.221
179900000,104,827.873,-469.831,89.5665,0.235
179950000,96,764.297,-494.537,88.6275,0.242
180000000,98,768.578,-548.139,88.5167,0.237
180050000,120,951.083,-531.441,114.222,0.226
180100000,148,1195.63,-537.502,129.417,0.255
180150000,118,960.123,-505.734,87.6455,0.226
180200000,149,1199.7,-496.681,117.996,0.241
180250000,168,1360.01,-522.944,157.876,0.235
180300000,130,1059.7,-499.287,126.398,0.212
180350000,139,1129.38,-507.079,127.271,0.235
180400000,122,967.977,-466.243,130.198,0.246
180450000,158,1281.15,-476.111,132.629,0.237
180500000,130,1043.46,-509.041,108.61,0.227
180550000,123,983.626,-546.743,124.115,0.24
180600000,121,985.144,-510.786,99.1389,0.21
180650000,131,1033.49,-514.634,106.645,0.245
180700000,145,1172.53,-507.593,140.635,0.246
180750000,114,884.872,-505.869,104.632,0.241
180800000,138,1123.03,-549.959,121.252,0.243
180850000,155,1250.53,-532.339,153.871,0.243
180900000,122,962.208,-485.458,109.297,0.224
180950000,146,1179.64,-528.946,134.23,0.219
181000000,176,1436.33,-552.091,152.971,0.251
181050000,162,1307.14,-546.968,138.808,0.23
181100000,159,1280.21,-553.864,156.129,0.223
181150000,153,1225.4,-523.078,139.438,0.226
181200000,147,1199.14,-461.405,129.999,0.218
181250000,116,926.294,-473.975,106.812,0.234
181300000,142,1130.78,-504.138,122.006,0.259
181350000,174,1402.43,-576.815,162.816,0.212
181400000,149,1212.56,-558.044,143.355,0.233
181450000,158,1280.57,-500.366,131.846,0.248
181500000,104,829.658,-494.512,100.337,0.24
181550000,162,1320.78,-592.05,142.715,0.234
181600000,163,1306.3,-596.7,169.485,0.243
181650000,141,1142.23,-433.04,117.603,0.227
181700000,124,992.76,-563.711,120.981,0.222
181750000,130,1058.28,-508.845,115.492,0.235
181800000,132,1046.74,-538.218,133.629,0.237
181850000,154,1231.48,-529.707,144.53,0.211
181900000,138,1088.85,-523.125,121.091,0.251
181950000,147,1193.74,-468.128,121.901,0.218
182000000,149,1220.04,-504.266,133.929,0.233
182050000,153,1241.42,-509.533,146.776,0.235
182100000,148,1212.11,-534.675,143.117,0.249
182150000,139,1109.56,-545.06,131.376,0.233
182200000,145,1164.85,-581.35,148.584,0.257
182250000,156,1257.06,-541.172,127.452,0.255
182300000,161,1283.72,-505.82,146.764,0.244
182350000,107,857.832,-542.759,92.8777,0.226
182400000,102,816.985,-525.08,100.286,0.243
182450000,132,1044.18,-509.152,117.317,0.261
182500000,165,1330.67,-470.868,154.277,0.236
182550000,134,1083.47,-489.788,118.079,0.247
182600000,109,870.883,-490.025,118.874,0.22
182650000,136,1097.41,-458.358,106.54,0.229
182700000,139,1108.53,-475.419,150.576,0.236
182750000,139,1131.81,-460.474,112.242,0.235
182800000,135,1092.26,-422.285,127.196,0.264
182850000,129,1045.79,-521.394,107.506,0.24
182900000,153,1223.43,-507.333,133.152,0.228
182950000,149,1210.34,-492.4,120.338,0.249
183000000,162,1321.73,-499.454,134.989,0.223
183050000,134,1056.16,-472.54,123.25,0.251
183100000,147,1201.04,-448.47,130.973,0.221
183150000,123,986.236,-458.777,124.234,0.214
183200000,122,999.686,-522.341,109.435,0.232
183250000,110,876.514,-479.793,93.9604,0.222
183300000,156,1260.55,-506.999,137.01,0.224
183350000,114,901.184,-483.17,108.313,0.203
183400000,104,815.076,-500.947,90.2222,0.211
183450000,103,807.198,-536.903,92.2004,0.258
183500000,112,894.951,-504.841,89.6342,0.25
183550000,124,974.924,-447.979,103.814,0.216
183600000,168,1344.13,-419.814,160.322,0.245
183650000,162,1286.67,-461.525,155.827,0.241
183700000,125,978.256,-455.348,137.115,0.232
183750000,122,962.599,-486.219,123.605,0.23
183800000,153,1221.36,-412.692,126.144,0.255
183850000,128,1039.77,-440.338,117.835,0.226
183900000,109,871.312,-502.824,93.2685,0.241
183950000,121,996.008,-446.043,120.658,0.221
184000000,141,1127.49,-481.358,141.834,0.249
184050000,121,943.041,-505.435,98.2449,0.241
184100000,143,1143.4,-513.936,130.029,0.229
184150000,167,1342.56,-437.954,147.991,0.223
184200000,149,1188.07,-474.136,141.767,0.234
184250000,135,1061.18,-435.733,135.496,0.25
184300000,124,970.696,-411.607,109.364,0.232
184350000,142,1142.35,-439.984,102.08,0.24
184400000,149,1176.15,-400.673,145.793,0.233
184450000,134,1079.44,-423.397,106.61,0.23
184500000,160,1276.22,-457.865,156.172,0.206
184550000,138,1114.59,-456.148,122.232,0.213
184600000,153,1218.99,-341.784,145.029,0.208
184650000,123,946.581,-464.25,124.077,0.24
184700000,112,895.549,-459.333,113.753,0.236
184750000,102,808.999,-446.702,81.0538,0.227
184800000,92,705.936,-424.932,95.6493,0.229
184850000,148,1196.24,-514.366,150.91,0.218
184900000,123,993.095,-543.641,124.638,0.237
184950000,121,969.185,-562.456,111.791,0.244
185000000,132,1068.99,-550.848,123.402,0.241
185050000,110,884.135,-475.237,121.991,0.253
185100000,115,922.086,-570.59,97.1426,0.236
185150000,105,850.577,-421.519,94.5897,0.24
185200000,118,954.588,-511.526,124.852,0.216
185250000,141,1146.12,-497.926,99.4016,0.253
185300000,152,1209.89,-468.196,121.997,0.24
185350000,143,1126.16,-521.271,116.215,0.233
185400000,144,1138.84,-499.304,113.92,0.227
185450000,127,1004.44,-501.36,103.867,0.217
185500000,132,1045.62,-434.998,121.815,0.226
185550000,144,1155.66,-481.909,118.103,0.238
185600000,115,916.524,-452.257,102.973,0.23
185650000,149,1186.49,-512.798,156.404,0.231
185700000,113,909.104,-488.873,99.9087,0.218
185750000,127,1020.3,-436.952,120.63,0.218
185800000,117,936.978,-415.598,91.2278,0.215
185850000,129,1039.26,-407.437,125.85,0.236
185900000,152,1209.43,-390.818,138.9,0.25
185950000,127,1042.18,-517.914,115.337,0.245
186000000,129,1011.92,-514.976,104.784,0.242
186050000,156,1264.46,-464.765,131.729,0.247
186100000,176,1406.12,-416.211,150.435,0.237
186150000,187,1510.1,-455.73,170.782,0.251
186200000,161,1262.25,-459.24,133.155,0.248
186250000,137,1082.32,-485.148,136.686,0.205
186300000,117,932.822,-503.726,96.254,0.212
186350000,134,1062.84,-474.454,125.165,0.243
186400000,162,1311.5,-462.571,162.473,0.239
186450000,150,1166.84,-436.985,134.786,0.234
186500000,134,1055.52,-393.808,144.075,0.228
186550000,145,1160.46,-392.144,118.31,0.213
186600000,123,981.568,-481.54,108.68,0.237
186650000,145,1176.61,-489.947,133.06,0.226
186700000,121,980.398,-474.526,102.967,0.24
186750000,129,1016.83,-451.973,141.958,0.222
186800000,126,1011.42,-560.738,136.214,0.22
186850000,113,899.473,-565.097,96.1692,0.216
186900000,148,1193.91,-492.616,138.367,0.211
186950000,139,1120.66,-515.153,132.029,0.219
187000000,121,977.353,-530.728,106.74,0.235
187050000,169,1357.42,-511.493,157.79,0.215
187100000,154,1231.54,-447.444,146.528,0.262
187150000,150,1194.78,-459.835,134.453,0.237
187200000,120,953.984,-490.663,101.287,0.234
187250000,135,1073.48,-520.754,129.395,0.239
187300000,140,1108.66,-510.736,131.632,0.243
187350000,165,1320.13,-467.832,170.779,0.248
187400000,144,1141.28,-456.949,127.186,0.241
187450000,135,1090.44,-435.95,114.673,0.22
187500000,152,1218.51,-426.271,136.816,0.247
187550000,149,1201.71,-373.851,140.263,0.237
187600000,140,1105.2,-423.923,136.713,0.228
187650000,143,1151.62,-428.245,129.01,0.246
187700000,169,1347.71,-390.244,146.227,0.242
187750000,134,1059.62,-360.699,130.13,0.229
187800000,140,1109.58,-393.985,122.659,0.228
187850000,117,926.922,-453.285,105.411,0.226
187900000,129,1048.8,-491.089,110.149,0.22
187950000,133,1071.45,-505.179,118.156,0.248
188000000,173,1377.51,-475.596,174.799,0.225
188050000,156,1276.85,-443.109,141.405,0.231
188100000,119,943.602,-487.226,110.149,0.209
188150000,134,1068.52,-523.578,135.357,0.265
188200000,159,1252.09,-457.47,129.551,0.253
188250000,139,1107,-438.6,140.532,0.246
188300000,152,1178.02,-436.396,143.43,0.228
188350000,126,997.334,-449.995,126.236,0.221
188400000,110,871.118,-474.806,93.78,0.23
188450000,143,1115.14,-477.831,147.513,0.246
188500000,117,913.455,-446.648,107.202,0.233
188550000,117,935.722,-460.786,126.914,0.222
188600000,118,920.782,-415.535,112.744,0.253
188650000,120,951.637,-419.85,98.5671,0.245
188700000,144,1137.46,-477.362,121.779,0.239
188750000,175,1394.38,-417.211,173.106,0.242
188800000,152,1240.22,-509.038,165.868,0.229
188850000,136,1084.4,-532.541,111.352,0.254
188900000,130,1039.78,-485.179,119.682,0.242
188950000,133,1037.49,-489.923,116.571,0.238
189000000,115,907.521,-482.816,99.0476,0.255
189050000,106,845.365,-541.597,115.057,0.225
189100000,110,856.503,-516.083,90.5797,0.255
189150000,130,1027.38,-445.396,115.413,0.217
189200000,124,983.35,-439.887,116.687,0.233
189250000,131,1024.29,-451.875,123.699,0.218
189300000,154,1225.18,-403.698,144.578,0.228
189350000,134,1069.71,-455.353,137.747,0.226
189400000,120,963.739,-472.041,101.947,0.241
189450000,157,1239.6,-473.35,145.438,0.23
189500000,159,1277.81,-498.79,149.468,0.246
189550000,153,1234.12,-417.194,162.862,0.233
189600000,144,1143.48,-393.185,127.224,0.211
189650000,153,1241.31,-394.904,139.582,0.234
189700000,149,1183.29,-422.838,152.389,0.219
189750000,180,1470.46,-468.144,165.257,0.233
189800000,168,1346.5,-378.596,157.815,0.218
189850000,149,1168.28,-458.113,125.997,0.217
189900000,127,1032.53,-441.853,110.942,0.237
189950000,140,1121.97,-439.132,123.249,0.229
