generation,N_shifts,logPrior,logLik,eventRate,acceptRate
131200000,126,1016.97,-469.83,103.883,0.228
131250000,113,919.05,-506.933,104.396,0.229
131300000,121,986.425,-525.684,108.686,0.221
131350000,96,777.253,-506.266,58.7472,0.24
131400000,93,762.149,-563.091,93.0234,0.22
131450000,134,1091.04,-521.033,119.084,0.246
131500000,130,1068.92,-567.357,105.429,0.244
131550000,106,841.336,-495.82,112.606,0.252
131600000,121,976.349,-491.287,114.623,0.264
131650000,136,1081.18,-516.169,128.734,0.22
131700000,111,872.135,-502.089,87.9693,0.209
131750000,113,899.128,-514.212,108.372,0.247
131800000,105,830.996,-540.61,106.281,0.244
131850000,111,873.405,-476.407,104.476,0.235
131900000,116,919.506,-518.875,100.426,0.207
131950000,127,1013.28,-496.718,115.359,0.234
132000000,154,1267.33,-521.745,137.282,0.227
132050000,151,1215.14,-603.867,132.91,0.241
132100000,120,962.062,-542.656,112.183,0.244
132150000,94,736.302,-515.423,81.9162,0.214
132200000,128,1033.83,-577.492,114.958,0.256
132250000,104,800.712,-545.133,103.589,0.224
132300000,102,818.53,-491.601,101.823,0.213
132350000,125,1008.23,-548.878,118.514,0.272
132400000,111,897.228,-521.091,93.6229,0.218
132450000,113,899.053,-538.818,102.032,0.219
132500000,99,805.72,-557.778,78.6065,0.227
132550000,101,812.636,-555.85,97.9259,0.245
132600000,108,859.554,-552.228,102.363,0.228
132650000,97,776.202,-544.598,89.4631,0.233
132700000,93,738.56,-495.373,71.0287,0.217
132750000,102,822.523,-493.743,96.2759,0.238
132800000,83,666.363,-531.148,75.7342,0.235
132850000,95,751.528,-492.958,96.8676,0.223
132900000,139,1109.53,-431.87,114.517,0.22
132950000,161,1302.87,-439.749,121.457,0.231
133000000,158,1271.79,-479.783,160.322,0.25
133050000,141,1134.47,-490.897,125.781,0.227
133100000,133,1069.53,-452.87,136.43,0.229
133150000,129,1044.52,-475.781,112.602,0.245
133200000,165,1334.54,-461.536,135.274,0.227
133250000,143,1134.25,-481.71,125.088,0.244
133300000,187,1515.16,-467.715,158.408,0.232
133350000,152,1217.52,-468.664,144.928,0.23
133400000,131,1047.89,-458.319,119.938,0.243
133450000,128,1037.76,-462.663,110.111,0.245
133500000,176,1443.93,-498.506,162.211,0.235
133550000,123,986.16,-474.461,101.944,0.246
133600000,127,1008.99,-518.179,114.473,0.248
133650000,123,980.81,-490.662,131.91,0.244
133700000,139,1120.47,-454.026,111.114,0.244
133750000,117,971.981,-526.813,91.1144,0.211
133800000,112,907.997,-462.071,93.9602,0.234
133850000,120,958.326,-487.502,105.189,0.224
133900000,137,1109.24,-381.221,117.433,0.22
133950000,163,1339.39,-466.227,151.246,0.22
134000000,179,1438.13,-453.77,160.417,0.218
134050000,142,1147.01,-498.173,145.723,0.247
134100000,116,935.163,-503.971,97.6631,0.235
134150000,97,776.313,-509.416,97.9502,0.221
134200000,123,989.967,-515.416,121.071,0.226
134250000,124,1006.02,-492.452,112.034,0.231
134300000,122,976.524,-598.824,115.98,0.225
134350000,89,721.359,-501.296,79.8958,0.239
134400000,109,893.372,-483.927,99.7315,0.226
134450000,108,875.061,-485.414,94.2419,0.226
134500000,103,831.18,-406.41,88.8195,0.236
134550000,107,861.169,-408.142,102.125,0.228
134600000,146,1201.08,-440.096,125.91,0.228
134650000,169,1355.72,-445.661,151.879,0.232
134700000,140,1125.9,-400.892,114.856,0.232
134750000,123,984.268,-502.993,116.798,0.23
134800000,126,1019.99,-430.714,129.711,0.238
134850000,120,962.286,-516.567,101.789,0.246
134900000,97,783.425,-565.353,79.4207,0.237
134950000,127,1012.49,-559.535,115.961,0.239
135000000,133,1085.33,-558.987,139.711,0.23
135050000,118,940.065,-505.704,91.8974,0.247
135100000,135,1084.23,-466.665,140.55,0.225
135150000,117,961.076,-504.106,113.595,0.247
135200000,140,1131.49,-465.339,116.421,0.232
135250000,118,950.322,-519.418,112.788,0.217
135300000,108,861.988,-545.553,118.022,0.266
135350000,94,755.823,-558.696,84.8105,0.226
135400000,90,711.545,-497.746,77.3853,0.219
135450000,113,891.008,-529.694,90.6275,0.228
135500000,138,1117.79,-575.56,109.999,0.222
135550000,107,862.673,-556.074,104.038,0.23
135600000,107,865.297,-524.51,103.3,0.245
135650000,115,927.303,-528.65,91.0458,0.229
135700000,135,1093.15,-560.449,138.274,0.243
135750000,129,1024.71,-495.851,109.143,0.229
135800000,148,1190.76,-546.188,143.907,0.252
135850000,119,951.087,-566.428,103.744,0.221
135900000,103,830.476,-609.444,89.2132,0.245
135950000,109,885.412,-558.397,111.811,0.244
136000000,75,600.624,-603.288,87.7148,0.222
136050000,111,884.007,-565.497,104.683,0.243
136100000,114,921.467,-595.428,107.054,0.221
136150000,92,753.097,-544.827,99.9819,0.235
136200000,94,756.501,-508.551,89.86,0.224
136250000,109,876.513,-528.515,105.124,0.227
136300000,123,983.564,-553.497,108.389,0.225
136350000,98,784.865,-562.646,78.4938,0.219
136400000,95,764.311,-545.142,74.9272,0.24
136450000,156,1267.35,-525.981,133.114,0.214
136500000,162,1324.65,-484.959,144.794,0.255
136550000,126,1011.82,-445.68,114.761,0.227
136600000,129,1031.04,-498.085,122.933,0.253
136650000,128,1030.38,-521.638,121.713,0.232
136700000,149,1208.27,-486.993,154.808,0.234
136750000,124,998.339,-486.951,128.46,0.249
136800000,119,963.527,-528.97,131.118,0.203
136850000,151,1226.99,-545.312,153.828,0.235
136900000,108,859.927,-557.907,114.684,0.236
136950000,109,879.889,-457.235,100.186,0.255
137000000,139,1123.04,-471.737,117.482,0.217
137050000,124,1001.24,-462.254,119.68,0.24
137100000,105,831.817,-410.174,88.6036,0.213
137150000,131,1034.84,-448.566,120.964,0.249
137200000,125,999.832,-424.932,121.649,0.195
137250000,137,1109.73,-425.774,132.089,0.236
137300000,123,966.696,-424.583,115.318,0.218
137350000,89,695.227,-554.889,87.3892,0.231
137400000,113,907.203,-509.284,102.654,0.261
137450000,115,926.831,-467.692,105.425,0.254
137500000,116,907.176,-462.572,99.8822,0.224
137550000,111,860.689,-475.832,111.314,0.24
137600000,116,920.909,-522.316,128.278,0.238
137650000,87,701.56,-436.664,62.9503,0.223
137700000,105,835.458,-470.731,95.228,0.251
137750000,135,1067,-508.156,136.622,0.232
137800000,132,1049.42,-520.469,114.823,0.244
137850000,109,863.719,-489.269,91.4748,0.233
137900000,121,951.647,-506.171,93.8732,0.234
137950000,102,820.408,-517.592,105.738,0.236
138000000,109,886.073,-566.969,107.103,0.251
138050000,118,929.012,-562.841,108.959,0.245
138100000,103,832.692,-459.798,106.379,0.236
138150000,98,775.433,-484.552,91.0486,0.238
138200000,133,1083.77,-548.377,118.63,0.235
138250000,92,747.01,-525.972,74.2457,0.218
138300000,119,962.228,-513.943,108.955,0.245
138350000,112,893.101,-487.38,97.0301,0.234
138400000,152,1232.37,-482.011,134.457,0.213
138450000,118,930.285,-486.417,112.998,0.241
138500000,122,966.391,-522.726,121.262,0.239
138550000,150,1224.24,-465.589,136.941,0.229
138600000,131,1064.71,-471.541,115.805,0.255
138650000,127,1018.81,-491.42,121.913,0.198
138700000,121,956.701,-456.352,110.014,0.246
138750000,125,1013.76,-476.22,131.779,0.26
138800000,126,1017.07,-447.616,106.831,0.242
138850000,119,956.285,-502.252,116.741,0.241
138900000,148,1199.87,-522.897,118.244,0.228
138950000,123,975.465,-459.207,116.754,0.225
139000000,144,1166.48,-494.11,122.066,0.271
139050000,115,899.724,-493.448,115.236,0.244
139100000,142,1139.17,-468.521,140.976,0.235
139150000,159,1285.99,-478.228,150.929,0.233
139200000,146,1148.85,-504.927,143.149,0.237
139250000,134,1066.44,-432.333,123.973,0.251
139300000,172,1385.28,-520.997,159.932,0.228
139350000,195,1568.93,-453.891,158.651,0.255
139400000,139,1106.15,-488.693,140.78,0.258
139450000,156,1241.51,-557.449,143.636,0.241
139500000,115,893.199,-511.074,99.6283,0.233
139550000,126,1017.51,-472.662,118.842,0.225
139600000,104,832.737,-502.075,91.2097,0.24
139650000,152,1224.31,-465.654,142.504,0.223
139700000,155,1243.99,-426.997,117.18,0.241
139750000,126,997.848,-451.459,108.548,0.216
139800000,142,1125.47,-437.991,137.186,0.204
139850000,132,1058.94,-424.293,111.341,0.215
139900000,134,1068.8,-471.872,124.293,0.234
139950000,141,1144.99,-394.941,115.2,0.197
140000000,134,1064.17,-437.892,139.968,0.219
140050000,118,918.865,-440.464,102.503,0.235
140100000,126,1010.91,-434.603,112.828,0.233
140150000,100,780.103,-461.443,106.359,0.235
140200000,150,1217.05,-488.471,129.83,0.242
140250000,144,1192.07,-457.396,120.329,0.233
140300000,145,1178.56,-474.328,123.688,0.255
140350000,156,1265.88,-439.101,140.09,0.234
140400000,147,1167.6,-439.126,151.804,0.209
140450000,126,1001.72,-467.74,128.62,0.228
140500000,179,1444.66,-491.468,168.22,0.238
140550000,133,1049.85,-492.977,114.48,0.234
140600000,110,886.554,-551.231,82.5062,0.224
140650000,108,856.344,-511.389,92.5476,0.223
140700000,136,1058.37,-512.655,121.402,0.241
140750000,154,1227.56,-451.721,126.674,0.245
140800000,155,1239.01,-411.673,141.381,0.23
140850000,158,1252.98,-463.81,142.606,0.249
140900000,148,1183.82,-474.788,133.485,0.208
140950000,132,1070.52,-355.642,110.462,0.241
141000000,137,1096.1,-390.313,117.626,0.236
141050000,135,1084.47,-443.102,110.031,0.214
141100000,136,1088.35,-509.505,127.584,0.23
141150000,118,962.949,-508.853,112.095,0.209
141200000,129,1037.22,-500.413,123.824,0.228
141250000,118,943.95,-524.428,120.126,0.238
141300000,97,775.248,-521.354,107.475,0.258
141350000,101,806.498,-517.638,95.3847,0.233
141400000,147,1186.52,-510.071,125.127,0.24
141450000,115,934.818,-464.538,98.845,0.233
141500000,126,1005.55,-456.486,114.355,0.239
141550000,98,783.962,-442.568,97.0627,0.206
141600000,137,1094.48,-531.748,133.48,0.233
141650000,111,893.154,-484.252,113.664,0.22
141700000,142,1115.6,-504.946,141.006,0.284
141750000,132,1063.95,-474.657,124.771,0.229
141800000,108,865.034,-540.999,105.298,0.243
141850000,125,993.213,-500.547,105.493,0.229
141900000,116,930.948,-484.64,111.76,0.204
141950000,113,903.951,-490.262,106.446,0.255
142000000,99,801.48,-555.172,95.0255,0.262
142050000,122,961.498,-582.071,116.919,0.244
142100000,110,871.133,-569.412,95.0431,0.224
142150000,111,883.076,-529.379,104.227,0.244
142200000,109,879.34,-612.152,108.695,0.227
142250000,112,919.864,-534.876,114.387,0.233
142300000,118,942.166,-538.461,104.213,0.236
142350000,137,1105.41,-590.086,123.212,0.249
142400000,152,1236.15,-511.083,147.047,0.239
142450000,142,1139.65,-550.084,129.476,0.229
142500000,129,1024.33,-547.172,109.584,0.256
142550000,115,926.125,-510.64,96.938,0.245
142600000,117,960.423,-488.867,93.597,0.237
142650000,111,901.094,-559.179,107.144,0.233
142700000,81,660.112,-557.418,69.3658,0.242
142750000,107,856.42,-496.284,104.443,0.257
142800000,95,765.83,-490.313,96.9629,0.207
142850000,137,1109.8,-556.61,116.058,0.223
142900000,106,843.055,-503.563,115.317,0.259
142950000,132,1044.98,-491.662,107.857,0.252
143000000,135,1082.98,-459.379,138.407,0.223
143050000,130,1046.51,-506.679,121.369,0.235
143100000,111,926.271,-475.29,94.171,0.233
143150000,120,974.133,-465.702,99.6674,0.236
143200000,105,817.126,-458.321,100.668,0.236
143250000,102,805.326,-388.636,91.387,0.238
143300000,107,861.187,-509.97,94.4029,0.243
143350000,135,1089.99,-492.291,145.077,0.24
143400000,125,1008.35,-526.9,108.214,0.243
143450000,148,1189.1,-529.809,139.483,0.242
143500000,133,1054.43,-494.404,103.984,0.226
143550000,140,1109.78,-518.881,135.899,0.237
143600000,135,1087.38,-526.26,152.482,0.236
143650000,139,1117.21,-471.861,111.213,0.218
143700000,116,929.795,-459.124,99.1201,0.224
143750000,122,987.642,-474.668,102.985,0.248
143800000,108,859.709,-447.759,91.4477,0.248
143850000,123,979.57,-482.4,110.357,0.223
143900000,107,834.199,-431.589,94.1683,0.246
143950000,117,934.039,-469.586,112.051,0.237
144000000,120,955.194,-463.913,110.515,0.212
144050000,114,915.97,-430.944,101.82,0.244
144100000,129,1051.08,-475.241,99.0861,0.235
144150000,117,924.859,-461.568,106.562,0.216
144200000,101,805.01,-452.36,96.9182,0.246
144250000,127,1016.92,-434.51,123.194,0.22
144300000,142,1150.44,-546.75,131.355,0.23
144350000,143,1141.94,-514.955,143.522,0.241
144400000,164,1333.49,-509.055,111.796,0.225
144450000,125,1007.21,-537.421,105.402,0.215
144500000,165,1328.87,-520.367,152.025,0.226
144550000,121,966.133,-558.366,112.975,0.251
144600000,111,883.79,-471.462,115.995,0.241
144650000,121,965.56,-533.276,100.262,0.219
144700000,113,895.552,-502.117,106.769,0.21
144750000,146,1155.34,-456.938,122.258,0.208
144800000,116,931.799,-481.654,102.377,0.237
144850000,115,922.708,-465.136,114.32,0.219
144900000,124,1008.29,-468.794,123.617,0.207
144950000,115,930.745,-443.331,108.851,0.235
145000000,111,897.872,-469.875,114.187,0.233
145050000,98,781.931,-478.534,94.7564,0.235
145100000,105,857.835,-557.089,94.5755,0.225
145150000,138,1131.11,-451.714,117.373,0.221
145200000,140,1112.09,-475.907,127.986,0.212
145250000,106,860.711,-532.032,90.6668,0.217
145300000,137,1100.61,-574.875,130.174,0.229
145350000,120,944.388,-562.693,107.089,0.262
145400000,116,926.356,-565.213,108.664,0.253
145450000,125,986.721,-485.54,123.196,0.242
145500000,127,1003.73,-545.047,126.076,0.222
145550000,107,872.782,-547.046,84.5166,0.243
145600000,144,1150.6,-489.446,122.557,0.223
145650000,133,1047.07,-485.284,107.028,0.225
145700000,167,1350.49,-462.372,132.134,0.245
145750000,170,1371.7,-454.542,159.989,0.226
145800000,206,1668.04,-479.888,188.129,0.248
145850000,155,1255.29,-484.553,144.156,0.228
145900000,141,1139.66,-462.952,125.566,0.236
145950000,133,1075.71,-519.467,110.643,0.248
146000000,129,1056.37,-454.964,124.316,0.258
146050000,127,1013.67,-502.788,117.93,0.247
146100000,133,1055.55,-519.366,105.311,0.242
146150000,113,919.814,-490.55,83.7958,0.237
146200000,94,770.928,-568.656,78.0664,0.252
146250000,120,964.38,-495.238,96.592,0.235
146300000,149,1173.25,-504.986,131.968,0.233
146350000,133,1072.86,-499.054,139.037,0.251
146400000,118,953.442,-488.339,112.14,0.248
146450000,159,1305.63,-480.133,127.615,0.251
146500000,119,949.801,-475.884,97.3552,0.231
146550000,154,1233.94,-478.229,163.26,0.218
146600000,107,859.645,-426.951,103.58,0.212
146650000,115,908.006,-443.887,114.935,0.215
146700000,144,1146.92,-387.967,144.448,0.219
146750000,167,1352.26,-453.062,155.9,0.256
146800000,102,812.943,-475.141,109.334,0.247
146850000,86,699.818,-540.883,84.33,0.213
146900000,105,854.032,-574.407,106.153,0.24
146950000,104,840.129,-449.514,88.1745,0.236
147000000,115,932.324,-472.613,91.3134,0.231
147050000,119,941.737,-512.318,111.784,0.237
147100000,125,1002.61,-521.097,102.03,0.233
147150000,147,1212.03,-473.881,148.883,0.236
147200000,127,1052.82,-482.56,116.905,0.234
147250000,144,1176.19,-443.274,138.101,0.23
147300000,114,932.481,-438.06,107.815,0.231
147350000,128,1035.45,-468.038,115.221,0.241
147400000,123,987.065,-432.347,106.862,0.252
147450000,145,1172.03,-442.976,126.665,0.239
147500000,128,1033.64,-470.99,112.316,0.24
147550000,107,855.762,-460.744,107.112,0.209
147600000,145,1163.9,-469.353,116.921,0.24
147650000,162,1299.16,-481.225,145.609,0.241
147700000,141,1115.31,-520.631,116.669,0.251
147750000,146,1181.96,-424.011,137.677,0.236
147800000,119,965.21,-444.415,114.155,0.229
147850000,102,824.417,-386.202,87.5929,0.225
147900000,140,1129.57,-496.988,106.521,0.251
147950000,100,806.668,-538.158,87.1322,0.247
148000000,103,825.024,-534.708,88.4699,0.226
148050000,119,950.666,-561.165,91.0528,0.233
148100000,118,957.347,-474.91,95.8983,0.242
148150000,151,1213.29,-425.156,141.209,0.262
148200000,159,1296.5,-467.609,140.337,0.217
148250000,147,1164.24,-493.794,150.361,0.242
148300000,153,1227.38,-372.85,157.781,0.242
148350000,144,1146.25,-460.948,118.856,0.221
148400000,143,1167.53,-415.293,119.771,0.241
148450000,135,1080.24,-510.831,120.662,0.232
148500000,134,1088.48,-480.124,123.281,0.239
148550000,112,901.455,-530.695,100.158,0.238
148600000,112,880.267,-497.626,95.3359,0.231
148650000,131,1039.74,-503.569,119.464,0.241
148700000,118,916.224,-520.622,105.892,0.24
148750000,146,1161.92,-526.977,139.642,0.205
148800000,144,1171.14,-457.345,125.022,0.251
148850000,121,976.461,-451.868,107.378,0.235
148900000,159,1270.71,-452.151,140.218,0.243
148950000,144,1158.98,-407.772,123.255,0.232
149000000,111,887.432,-420.808,111.525,0.221
149050000,134,1077.71,-521.841,113.094,0.237
149100000,114,905.241,-436.403,124.822,0.226
149150000,113,898.246,-480.801,97.2428,0.236
149200000,136,1094.15,-469.046,115.222,0.224
149250000,141,1115.41,-492.098,132.888,0.244
149300000,125,985.23,-459.766,123.91,0.207
149350000,113,918.527,-485.573,93.2034,0.227
149400000,108,851.797,-562.272,109.74,0.231
149450000,129,1032.98,-469.612,104.745,0.222
149500000,131,1049.39,-470.812,111.962,0.258
149550000,117,953.888,-470.794,123.923,0.23
149600000,125,1014.13,-468.607,102.883,0.232
149650000,121,958.688,-513.753,112.903,0.216
149700000,120,960.643,-522.879,100.174,0.231
149750000,115,923.035,-488.914,95.4293,0.224
149800000,104,849.026,-559.521,96.0133,0.252
149850000,123,968.455,-536.571,104.597,0.235
149900000,164,1309.29,-585.866,142.655,0.247
149950000,89,722.316,-584.04,78.8608,0.238
150000000,104,826.499,-497.146,108.114,0.221
150050000,122,994.865,-504.088,109.211,0.232
150100000,147,1183.48,-421.4,135.574,0.224
150150000,144,1166.98,-423.443,126.618,0.218
150200000,138,1113.13,-468.85,119.266,0.218
150250000,126,988.249,-435.57,122.401,0.254
150300000,112,910.913,-410.309,98.4674,0.228
150350000,137,1099.19,-404.427,132.326,0.232
150400000,131,1027.2,-467.032,112.641,0.219
150450000,157,1275.94,-385.541,150.76,0.227
150500000,121,974.598,-486.675,118.125,0.237
150550000,113,904.666,-479.977,126.842,0.233
150600000,131,1068.62,-477.902,129.738,0.234
150650000,129,1028.29,-485.328,130.454,0.253
150700000,96,756.379,-475.523,83.6284,0.238
150750000,119,930.106,-479.024,99.6029,0.233
150800000,103,824.413,-395.277,87.8943,0.229
150850000,160,1265.91,-447.824,161.446,0.228
150900000,140,1118.45,-416.36,136.943,0.248
150950000,139,1128.31,-363.246,114.869,0.223
151000000,151,1217.69,-436.678,148.091,0.213
151050000,139,1120.52,-403.151,120.667,0.232
151100000,129,1039.09,-392.986,110.318,0.218
151150000,143,1155.52,-404.57,116.858,0.217
151200000,103,833.538,-378.697,110.065,0.23
151250000,127,1017.99,-416.203,120.372,0.229
151300000,124,969.925,-483.021,126.178,0.238
151350000,133,1069.52,-467.591,109.122,0.222
151400000,134,1069.1,-455.443,141.217,0.229
151450000,141,1133.45,-448.3,119.762,0.233
151500000,150,1220,-468.316,119.959,0.215
151550000,158,1262.46,-537.171,149.497,0.238
151600000,182,1476.59,-506.424,143.218,0.231
151650000,153,1223,-475.464,146.034,0.219
151700000,109,868.162,-532.543,87.8757,0.238
151750000,101,801.586,-582.2,95.7974,0.235
151800000,110,901.138,-553.111,106.112,0.236
151850000,123,984.666,-519.833,101.513,0.265
151900000,121,959.907,-505.777,116.115,0.233
151950000,116,932.886,-522.086,109.976,0.218
152000000,140,1138.22,-488.352,105.614,0.256
152050000,128,1042.84,-459.644,102.277,0.259
152100000,157,1262.6,-385.104,147.459,0.218
152150000,130,1040.34,-455.186,114.79,0.238
152200000,141,1119.07,-482.113,132.836,0.216
152250000,146,1145.75,-557.581,129.577,0.243
152300000,134,1059.46,-468.472,143.053,0.255
152350000,94,766.745,-493.377,76.2095,0.239
152400000,112,880.457,-484.941,94.7067,0.235
152450000,135,1085,-479.946,113.313,0.234
152500000,131,1077.61,-460.325,125.395,0.257
152550000,141,1142.89,-520.782,115.554,0.229
152600000,94,730.455,-454.304,88.3111,0.245
152650000,128,1029.07,-456.876,124.111,0.22
152700000,103,832.685,-538.508,107.479,0.231
152750000,115,907.45,-480.972,99.0306,0.26
152800000,110,870.153,-495.694,82.9908,0.237
152850000,116,922.215,-501.428,104.616,0.223
152900000,129,1035.86,-485.314,142.723,0.236
152950000,161,1279.99,-492.852,147.849,0.232
153000000,170,1363.01,-403.628,163.363,0.239
153050000,153,1233.58,-485.447,133.208,0.228
153100000,108,864.191,-496.737,100.84,0.256
153150000,144,1146.02,-492.698,132.21,0.252
153200000,148,1177.56,-499.749,142.491,0.223
153250000,126,1001.61,-495.396,111.84,0.229
153300000,99,781.641,-540.341,93.8258,0.246
153350000,120,964.561,-425.972,116.527,0.241
153400000,156,1278.09,-578.205,134.629,0.224
153450000,172,1385.76,-487.41,139.955,0.233
153500000,142,1135.19,-497.054,122.938,0.219
153550000,150,1210.23,-506.127,141.016,0.266
153600000,116,933.758,-503.59,101.263,0.236
153650000,114,902.982,-444.232,97.4688,0.222
153700000,132,1063.17,-430.69,124.304,0.22
153750000,135,1097.06,-472.299,128.254,0.228
153800000,119,987.193,-431.161,137.453,0.221
153850000,139,1134.51,-406.019,117.919,0.262
153900000,162,1321.37,-422.056,142.229,0.237
153950000,181,1446.76,-466.458,163.162,0.233
154000000,120,974.121,-413.908,103.818,0.234
154050000,104,840.214,-400.254,96.6598,0.23
154100000,93,749.636,-473.21,89.4122,0.237
154150000,106,856.512,-603.207,99.1059,0.227
154200000,108,880.01,-563.386,100.832,0.241
154250000,108,858.461,-506.463,93.6277,0.216
154300000,96,777.619,-570.756,99.4776,0.257
154350000,110,881.57,-591.213,108.137,0.222
154400000,97,759.221,-555.455,79.7361,0.243
154450000,115,906.717,-555.087,114.231,0.224
154500000,104,840.551,-537.615,95.8293,0.224
154550000,108,876.512,-502.05,95.3132,0.232
154600000,102,830.723,-532.38,75.4136,0.219
154650000,98,798.533,-547.422,83.9454,0.228
154700000,109,870.12,-500.997,108.068,0.228
154750000,156,1257.31,-457.916,137.558,0.243
154800000,143,1139.73,-537.322,117.158,0.225
154850000,130,1035.64,-559.618,119.522,0.254
154900000,123,1006.63,-599.325,120.615,0.248
154950000,185,1502.93,-577.25,160.299,0.23
155000000,129,1031.69,-544.166,115.173,0.236
155050000,152,1210.6,-509.666,138.223,0.229
155100000,94,763.465,-508.192,91.8696,0.257
155150000,111,908.174,-488.94,113.287,0.241
155200000,111,901.975,-518.623,113.204,0.214
155250000,102,820.094,-536.971,87.9675,0.235
155300000,119,960,-529.458,103.665,0.238
155350000,117,936.846,-519.262,116.273,0.251
155400000,143,1158.38,-485.066,136.913,0.228
155450000,107,858.484,-544.293,99.8315,0.217
155500000,152,1232.95,-490.371,140.846,0.247
155550000,160,1294.64,-451.168,149.833,0.206
155600000,167,1364.07,-516.983,135.532,0.239
155650000,143,1140.08,-476.72,124.893,0.251
155700000,116,937.379,-427.371,112.561,0.224
155750000,146,1167.09,-455.881,119.941,0.241
155800000,141,1125.91,-398.374,139.583,0.226
155850000,148,1185.78,-473.002,140.232,0.238
155900000,134,1064.28,-479.377,104.339,0.218
155950000,95,772.118,-471.138,78.9137,0.224
156000000,102,848.436,-469.738,102.165,0.222
156050000,121,981.048,-484.354,130.183,0.236
156100000,148,1197.97,-474.487,135.956,0.23
156150000,149,1243.59,-440.239,147.898,0.224
156200000,138,1133.93,-505.11,123.139,0.245
156250000,124,1004.78,-507.711,109.56,0.24
156300000,156,1267.84,-458.071,142.034,0.253
156350000,163,1338.73,-386.137,155.32,0.232
156400000,167,1352.94,-426.002,141.302,0.229
156450000,190,1527.39,-490.453,176.671,0.231
156500000,165,1331.68,-413.805,162.647,0.234
156550000,166,1321.17,-442.627,144.588,0.218
156600000,201,1630.13,-437.575,185.458,0.203
156650000,197,1540.19,-451.04,185.208,0.222
156700000,168,1332.53,-469.014,153.725,0.213
156750000,148,1204.58,-509.153,159.195,0.233
156800000,123,982.63,-465.428,103.585,0.214
156850000,151,1212.25,-576.251,128.566,0.253
156900000,167,1333.24,-466.372,136.582,0.248
156950000,202,1637.68,-473.414,170.881,0.254
157000000,172,1368.33,-462.866,170.816,0.23
157050000,172,1422.28,-569.23,148.161,0.233
157100000,145,1183.08,-533.435,122.407,0.231
157150000,123,987.81,-529.322,106.101,0.252
157200000,103,817.907,-505.953,96.7534,0.238
157250000,119,962.235,-519.602,119.665,0.224
157300000,151,1234.89,-442.095,136.296,0.216
157350000,182,1459.17,-428.716,163.978,0.221
157400000,195,1571.84,-418.309,186.106,0.212
157450000,173,1389.83,-384.041,170.179,0.22
157500000,209,1702.36,-412.886,185.121,0.227
157550000,193,1546.79,-400.56,163.554,0.226
157600000,195,1554.22,-360.127,194.691,0.212
157650000,169,1349.28,-432.467,159.88,0.197
157700000,138,1103.46,-477.803,116.048,0.227
157750000,162,1278.42,-500.656,164.149,0.238
157800000,153,1259.11,-448.742,148.365,0.226
157850000,99,801.346,-422.025,97.9914,0.225
157900000,138,1114.48,-508.836,115.658,0.218
157950000,168,1335.7,-487.692,157.401,0.236
158000000,147,1157.26,-516.493,138.102,0.216
158050000,155,1271.95,-523.728,138.305,0.257
158100000,105,847.098,-587.318,107.142,0.253
158150000,147,1196.82,-534.067,132.54,0.23
158200000,131,1044.86,-520.546,125.23,0.249
158250000,159,1259.35,-456.547,146.64,0.228
158300000,143,1142.89,-513.05,142.249,0.217
158350000,127,1023.72,-442.668,135.583,0.215
158400000,130,1078.7,-479.282,109.989,0.254
158450000,138,1133.73,-524.514,141.56,0.247
158500000,154,1260.47,-524.382,127.927,0.216
158550000,150,1210.87,-508.27,143.29,0.243
158600000,154,1217.44,-440.07,142.515,0.24
158650000,162,1294.43,-399.588,150.279,0.213
158700000,145,1150.91,-390.93,134.558,0.24
158750000,119,941.086,-418.958,98.6276,0.214
158800000,139,1134.32,-488.171,119.256,0.241
158850000,117,936.347,-493.435,109.813,0.267
158900000,104,824.569,-468.179,102.037,0.237
158950000,158,1288.61,-507.853,139.328,0.242
159000000,126,988.09,-388.256,113.677,0.224
159050000,122,952.148,-421.299,102.465,0.197
159100000,143,1149.96,-428.897,131.875,0.221
159150000,165,1351.72,-499.627,144.412,0.222
159200000,133,1068.17,-447.452,134.545,0.233
159250000,154,1252.12,-462.298,136.401,0.226
159300000,126,1040,-501.256,120.171,0.223
159350000,121,988.111,-521.293,117.343,0.245
159400000,96,764.953,-524.926,85.2892,0.254
159450000,103,835.967,-475.385,110.449,0.241
159500000,105,832.443,-516.787,102.139,0.218
159550000,131,1084.42,-433.057,126.001,0.23
159600000,124,1006.2,-368.291,116.989,0.193
159650000,122,980.874,-404.371,92.2741,0.241
159700000,141,1135.92,-459.279,154.162,0.264
159750000,136,1099.37,-485.301,129.911,0.248
159800000,102,812.732,-451.436,88.0684,0.226
159850000,96,771.221,-551.114,95.8725,0.234
159900000,121,976.345,-594.507,122.238,0.229
159950000,105,841.715,-429.431,96.328,0.243
160000000,110,897.032,-435.355,108.49,0.228
160050000,115,928.683,-478.956,94.209,0.221
160100000,130,1041.8,-395.427,113.285,0.217
160150000,148,1199.06,-423.273,149.892,0.231
160200000,128,1022.32,-442.937,114.241,0.236
160250000,147,1182.98,-406.867,155.984,0.22
160300000,129,1045.13,-461.397,116.339,0.247
160350000,131,1057.83,-444.298,129.386,0.232
160400000,148,1175.24,-383.755,145.243,0.236
160450000,141,1128.79,-501.771,140.638,0.234
160500000,115,919.279,-512.429,104.098,0.229
160550000,125,983.23,-522.156,127.011,0.218
160600000,144,1163.31,-512.967,126.927,0.263
