ID	publication	name	updated_fullname	taxonomy_source	rank_matched	matched	score	ott_id	ncbi_id	name_source	matched_id_in_source	updated_genus	updated_genus_ott_id	updated_genus_ncbi_id	updated_species	updated_species_ott_id	updated_species_ncbi_id	updated_subspecies	ott_accepted_name	ott_version	higher_source	domain	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	species subgroup	species group	subgenus	section	genus	subsection
3238	livingstone1990female	Naochila minuta	Naochila minuta	OTT	species	Naochila minuta	100	6312823		OTT	6312823	Naochila	4224663		minuta	6312823			Naochila minuta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3239	livingstone1990female	Perissonemia ecmeles	Perissonemia ecmeles	OTT	species	Perissonemia ecmeles	100	6312959		OTT	6312959	Perissonemia	3479151		ecmeles	6312959			Perissonemia ecmeles	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3240	livingstone1990female	Physatocheila asiatica	Physatocheila asiatica	OTT	species	Physatocheila asiatica	100	6313014		OTT	6313014	Physatocheila	3479075	1545346	asiatica	6313014			Physatocheila asiatica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3241	livingstone1990female	Phaenotropis cleopatra	Phaenotropis cleopatra	OTT	species	Phaenotropis cleopatra	100	6312976		OTT	6312976	Phaenotropis	3479282		cleopatra	6312976			Phaenotropis cleopatra	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3242	livingstone1990female	Pontanus puerilis	Pontanus puerilis	OTT	species	Pontanus puerilis	100	6313096		OTT	6313096	Pontanus	3479250		puerilis	6313096			Pontanus puerilis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3243	livingstone1990female	Stephanitis charieis	Stephanitis charieis	OTT	species	Stephanitis charieis	100	6313166		OTT	6313166	Stephanitis	690484	369449	charieis	6313166			Stephanitis charieis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3244	livingstone1990female	Stephanitis macranthaii	Stephanitis macranthai	OTT	species	Stephanitis macranthai	98	6313184		OTT	6313184	Stephanitis	690484	369449	macranthai	6313184			Stephanitis macranthai	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3245	livingstone1990female	Stephanitis typica	Stephanitis typica	OTT	species	Stephanitis typica	100	3479035	1544437	OTT	3479035	Stephanitis	690484	369449	typica	3479035	1544437		Stephanitis typica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3246	livingstone1990female	Tingis buddleiae	Tingis buddleiae	OTT	species	Tingis buddleiae	100	6313329		OTT	6313329	Tingis	3479120	1400118	buddleiae	6313329			Tingis buddleiae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3247	livingstone1990female	Tingis tomentosii	Tingis	OTT	genus	Tingis	52	3479120	1400118	OTT	3479120	Tingis	3479120						Tingis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3248	livingstone1990female	Teleonemia scrupulosa	Teleonemia scrupulosa	OTT	species	Teleonemia scrupulosa	100	418898	369498	OTT	418898	Teleonemia	324039	369497	scrupulosa	418898	369498		Teleonemia scrupulosa	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3249	livingstone1990female	Urentius euonymus	Urentius euonymus	OTT	species	Urentius euonymus	100	3479197		OTT	3479197	Urentius	3479103	1400120	euonymus	3479197			Urentius euonymus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3250	livingstone1990female	Urentius hystricellus	Urentius hystricellus	OTT	species	Urentius hystricellus	100	5856669	1400121	OTT	5856669	Urentius	3479103	1400120	hystricellus	5856669	1400121		Urentius hystricellus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Cimicoidea	Tingidae									
3251	leprince1993relationships	Tabanus fuscicostatus	Tabanus fuscicostatus	OTT	species	Tabanus fuscicostatus	100	4452148		OTT	4452148	Tabanus	555816	7206	fuscicostatus	4452148			Tabanus fuscicostatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Tabanomorpha		Tabanoidea	Tabanidae	Tabaninae	Tabanini							
3252	charlwood1980and	Lepiselaga crassipes	Lepiselaga crassipes	OTT	species	Lepiselaga crassipes	100	4454300		OTT	4454300	Lepiselaga	4454299		crassipes	4454300			Lepiselaga crassipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Tabanomorpha		Tabanoidea	Tabanidae									
3253	charlwood1980and	Stenotabanus	Stenotabanus	OTT	genus	Stenotabanus	100	4454397	1547430	OTT	4454397	Stenotabanus	4454397						Stenotabanus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Tabanomorpha		Tabanoidea	Tabanidae	Tabaninae	Diachlorini							
3254	leprince1983aspects	Chrysops univittatus	Chrysops univittatus	OTT	species	Chrysops univittatus	100	4452898	1562015	OTT	4452898	Chrysops	724021	27458	univittatus	4452898	1562015		Chrysops univittatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Tabanomorpha		Tabanoidea	Tabanidae	Chrysopsinae	Chrysopsini							
3255	bong2014effect	Paederus fuscipes	Paederus fuscipes	OTT	species	Paederus fuscipes	100	935357	347427	OTT	935357	Paederus	935356	347426	fuscipes	935357	347427		Paederus fuscipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Staphylinoidea	Staphylinidae	Paederinae								
3257	lachmann1998sexual	Coproica vagans	Coproica vagans	OTT	species	Coproica vagans	100	4399172		OTT	4399172	Coproica	5554393	1495324	vagans	4399172			Coproica vagans	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Sphaeroceroidea	Sphaeroceridae	Limosininae						Schizophora		
3258	louis1973morphology	Tribelocephala	Tribelocephala	OTT	genus	Tribelocephala	100	18087	633627	OTT	18087	Tribelocephala	18087						Tribelocephala	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3260	louis1973morphology	Oncocephalus subspinosus	Oncocephalus	OTT	genus	Oncocephalus	67	588225	633528	OTT	588225	Oncocephalus	588225						Oncocephalus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3261	louis1973morphology	Sastrapada	Sastrapada	OTT	genus	Sastrapada	100	857727	633538	OTT	857727	Sastrapada	857727						Sastrapada	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3262	louis1973morphology	Thodelmus addahensis	Thodelmus	OTT	genus	Thodelmus	62	18090	633625	OTT	18090	Thodelmus	18090						Thodelmus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3264	louis1973morphology	LIsarda vandenplasi	Lisarda	OTT	genus	Lisarda	46	804815	204543	OTT	804815	Lisarda	804815						Lisarda	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Salyavatinae								
3265	louis1973morphology	Platymeris horrida	Platymeris	OTT	genus	Platymeris	71	1065683	633605	OTT	1065683	Platymeris	1065683						Platymeris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3266	louis1973morphology	Platymeris rufipes	Platymeris	OTT	genus	Platymeris	71	1065683	633605	OTT	1065683	Platymeris	1065683						Platymeris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3267	louis1973morphology	Acanthaspis petax	Acanthaspis	OTT	genus	Acanthaspis	79	286386	633504	OTT	286386	Acanthaspis	286386						Acanthaspis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Reduviinae								
3268	louis1973morphology	Acanthaspis vidua	Acanthaspis	OTT	genus	Acanthaspis	79	286386	633504	OTT	286386	Acanthaspis	286386						Acanthaspis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Reduviinae								
3269	louis1973morphology	Acanthaspis vitticollis	Acanthaspis	OTT	genus	Acanthaspis	65	286386	633504	OTT	286386	Acanthaspis	286386						Acanthaspis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Reduviinae								
3270	louis1973morphology	Cethra musiva	Cethera musiva	OTT	species	Cethera musiva	96	4194056	1239017	OTT	4194056	Cethera	4194055	1239016	musiva	4194056	1239017		Cethera musiva	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Cetherinae								
3272	louis1973morphology	Nagusta	Nagusta	OTT	genus	Nagusta	100	4194515	1134107	OTT	4194515	Nagusta	4194515						Nagusta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3273	louis1973morphology	Lopodytes quadrispinosus	Sigmophora	OTT	genus	Lopodytes	55	3319850		OTT	3319850	Sigmophora	3319850						Sigmophora	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Chalcidoidea	Eulophidae									
3274	louis1973morphology	Rhaphidosoma occidentalis	Rhaphidosoma	OTT	genus	Rhaphidosoma	65	489206	633615	OTT	489206	Rhaphidosoma	489206						Rhaphidosoma	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3276	louis1973morphology	Harpagocoris joveri	Harpagocoris	OTT	genus	Harpagocoris	77	4224264	1276430	OTT	4224264	Harpagocoris	4224264						Harpagocoris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3277	louis1973morphology	Hediocoris tibialis	Saica	OTT	genus	Saica	25	857721	633536	OTT	857721	Saica	857721						Saica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae									
3278	louis1973morphology	Margasus impiger	Margasus	OTT	genus	Margasus	67	4227717	1276453	OTT	4227717	Margasus	4227717						Margasus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3281	louis1973morphology	Phonoctonus lutescens	Phonoctonus	OTT	genus	Phonoctonus	69	4226228	1276470	OTT	4226228	Phonoctonus	4226228						Phonoctonus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3282	louis1973morphology	Phonoctonus sumbimpuctus	Phonoctonus	OTT	genus	Phonoctonus	63	4226228	1276470	OTT	4226228	Phonoctonus	4226228						Phonoctonus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3283	louis1973morphology	Rhinocoris bicolor	Rhynocoris	OTT	genus	Rhinocoris	71	472179	488299	OTT	472179	Rhynocoris	472179						Rhynocoris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3284	louis1973morphology	Rhinocoris loratus	Rhynocoris	OTT	genus	Rhynocoris	64	472179	488299	OTT	472179	Rhynocoris	472179						Rhynocoris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3285	louis1973morphology	Sphedanolestes leucocephalus	Sphedanolestes	OTT	genus	Sphedanolestes	67	804807	204545	OTT	804807	Sphedanolestes	804807						Sphedanolestes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3286	louis1973morphology	Vestula lineaticeps	Vestula	OTT	genus	Vestula	54	5224911	1276477	OTT	5224911	Vestula	5224911						Vestula	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Harpactorinae	Harpactorini							
3287	regis1977functional	Triatoma infetans	Triatoma infestans	OTT	species	Triatoma infestans	97	845586	30076	OTT	845586	Triatoma	691078	30075	infestans	845586	30076		Triatoma infestans	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Reduvioidea	Reduviidae	Triatominae								
3288	santos2003characterization	Oebalus poecilus	Oebalus poecilus	OTT	species	Oebalus poecilus	100	149438	1228021	OTT	149438	Oebalus	971574	631408	poecilus	149438	1228021		Oebalus poecilus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Pentatomoidea	Pentatomidae	Pentatominae								
3289	hallman1992biology	Acrosternum hilare	Acrosternum hilare	OTT	species	Acrosternum hilare	100	906497	244443	OTT	906497	Acrosternum	906496	244442	hilare	906497	244443		Acrosternum hilare	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Pentatomoidea	Pentatomidae	Pentatominae								
3290	matesco2009morphology	Chinavia longicorialis	Chinavia	OTT	genus	Chinavia	53	4193815	1497371	OTT	4193815	Chinavia	4193815						Chinavia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Heteroptera			Pentatomoidea	Pentatomidae	Pentatominae								
3291	hatakeyama1990ovarian	Athalia rosae ruficornis	Athalia rosae ruficornis	OTT	subspecies	Athalia rosae ruficornis	100	395172	1170497	OTT	395172	Athalia	106277	37343	rosae	106278	1170497	ruficornis	Athalia rosae ruficornis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera				Tenthredinoidea	Tenthredinidae	Allantinae								
3292	rozen2003eggs	Sphecodes esakii	Sphecodes	OTT	genus	Sphecodes	72	112266	88591	OTT	112266	Sphecodes	112266						Sphecodes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Halictidae	Halictinae	Sphecodini							
3293	rozen2003eggs	Sphecodes japonica	Sphecodes japonicus	OTT	species	Sphecodes japonicus	92	3273123		OTT	3273123	Sphecodes	112266	88591	japonicus	3273123			Sphecodes japonicus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Halictidae	Halictinae	Sphecodini							
3294	rozen2003eggs	Sphecodes	Sphecodes	OTT	genus	Sphecodes	100	112266	88591	OTT	112266	Sphecodes	112266						Sphecodes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Halictidae	Halictinae	Sphecodini							
3295	rozen2003eggs	Sphecodes	Sphecodes	OTT	genus	Sphecodes	100	112266	88591	OTT	112266	Sphecodes	112266						Sphecodes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Halictidae	Halictinae	Sphecodini							
3296	rozen2003eggs	Euaspis basalis	Euaspis basalis	OTT	species	Euaspis basalis	100	4530638		OTT	4530638	Euaspis	4530637	1352274	basalis	4530638			Euaspis basalis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Anthidiini							
3297	rozen2003eggs	Stelis elongativentris	Stelis elongativentris	OTT	species	Stelis elongativentris	100	3266298		OTT	3266298	Stelis	527806	216413	elongativentris	3266298			Stelis elongativentris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Anthidiini							
3298	rozen2003eggs	Dioxys cincta	Dioxys cincta	OTT	species	Dioxys cincta	100	3266715	1507128	OTT	3266715	Dioxys	105948	889158	cincta	3266715	1507128		Dioxys cincta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Dioxyini							
3299	rozen2003eggs	Dioxys pacificus	Dioxys	OTT	genus	Dioxys	55	105948	889158	OTT	105948	Dioxys	105948						Dioxys	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Dioxyini							
3300	rozen2003eggs	Dioxys pacificus	Dioxys	OTT	genus	Dioxys	55	105948	889158	OTT	105948	Dioxys	105948						Dioxys	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Dioxyini							
3301	rozen2003eggs	Coelioxys brevis	Coelioxys brevis	OTT	species	Coelioxys brevis	100	3263780	1542519	OTT	3263780	Coelioxys	637311	156307	brevis	3263780	1542519		Coelioxys brevis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3302	rozen2003eggs	Coelioxys decipiens	Coelioxys decipiens	OTT	species	Coelioxys decipiens	100	3264086	1879053	OTT	3264086	Coelioxys	637311	156307	decipiens	3264086	1879053		Coelioxys decipiens	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3303	rozen2003eggs	Coelioxys fenestratus	Coelioxys fenestrata	OTT	species	Coelioxys fenestrata	93	302295	621226	OTT	302295	Coelioxys	637311	156307	fenestrata	302295	621226		Coelioxys fenestrata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3304	rozen2003eggs	Coelioxys novomexicana	Coelioxys novomexicana	OTT	species	Coelioxys novomexicana	100	3263795		OTT	3263795	Coelioxys	637311	156307	novomexicana	3263795			Coelioxys novomexicana	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3305	rozen2003eggs	Coelioxys yanonis	Coelioxys yanonis	OTT	species	Coelioxys yanonis	100	3263644		OTT	3263644	Coelioxys	637311	156307	yanonis	3263644			Coelioxys yanonis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3306	rozen2003eggs	Coelioxys	Coelioxys	OTT	genus	Coelioxys	100	637311	156307	OTT	637311	Coelioxys	637311						Coelioxys	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3307	rozen2003eggs	Coelioxys	Coelioxys	OTT	genus	Coelioxys	100	637311	156307	OTT	637311	Coelioxys	637311						Coelioxys	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Megachilidae	Megachilinae	Megachilini							
3308	rozen2003eggs	Hexepeolus rhodogyne	Hexepeolus rhodogyne	OTT	species	Hexepeolus rhodogyne	100	650296	601298	OTT	650296	Hexepeolus	1040169	600806	rhodogyne	650296	601298		Hexepeolus rhodogyne	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Nomadinae	Hexepeolini							
3309	rozen2003eggs	Hexepeolus rhodogyne	Hexepeolus rhodogyne	OTT	species	Hexepeolus rhodogyne	100	650296	601298	OTT	650296	Hexepeolus	1040169	600806	rhodogyne	650296	601298		Hexepeolus rhodogyne	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Nomadinae	Hexepeolini							
3310	rozen2003eggs	rachynomada scotti	Brachynomada scotti	OTT	species	Brachynomada scotti	97	4528892		OTT	4528892	Brachynomada	336856	600782	scotti	4528892			Brachynomada scotti	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Nomadinae	Brachynomadini							
3311	rozen2003eggs	Kelila chilensis	Kelita chilensis	OTT	species	Kelita chilensis	94	4529807		OTT	4529807	Kelita	4529802		chilensis	4529807			Kelita chilensis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3312	rozen2003eggs	Kelila toroi	Kelita toroi	OTT	species	Kelita toroi	92	4529804		OTT	4529804	Kelita	4529802		toroi	4529804			Kelita toroi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3313	rozen2003eggs	Kelila toroi	Kelita toroi	OTT	species	Kelita toroi	92	4529804		OTT	4529804	Kelita	4529802		toroi	4529804			Kelita toroi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3314	rozen2003eggs	Kelila toroi	Kelita toroi	OTT	species	Kelita toroi	92	4529804		OTT	4529804	Kelita	4529802		toroi	4529804			Kelita toroi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3315	rozen2003eggs	Kefita toroi	Kelita toroi	OTT	species	Kelita toroi	92	4529804		OTT	4529804	Kelita	4529802		toroi	4529804			Kelita toroi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3316	rozen2003eggs	Kefita toroi	Kelita toroi	OTT	species	Kelita toroi	92	4529804		OTT	4529804	Kelita	4529802		toroi	4529804			Kelita toroi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3318	rozen2003eggs	Kelila tuberculata	Kelita tuberculata	OTT	species	Kelita tuberculata	94	4529805		OTT	4529805	Kelita	4529802		tuberculata	4529805			Kelita tuberculata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
3319	rozen2003eggs	Mefanomada chica	Brachynomada chica	OTT	species	Melanomada chica	94	4528903		OTT	4528903	Brachynomada	336856	600782	chica	4528903			Brachynomada chica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Nomadinae	Brachynomadini							
3320	rozen2003eggs	Mefanomada margarelae	Brachynomada margaretae	OTT	species	Melanomada margaretae	90	833493	600975	OTT	833493	Brachynomada	336856	600782	margaretae	833493	600975		Brachynomada margaretae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Nomadinae	Brachynomadini							
