ID	publication	name	updated_fullname	taxonomy_source	rank_matched	matched	score	ott_id	ncbi_id	name_source	matched_id_in_source	updated_genus	updated_genus_ott_id	updated_genus_ncbi_id	updated_species	updated_species_ott_id	updated_species_ncbi_id	updated_subspecies	ott_accepted_name	ott_version	higher_source	domain	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	species subgroup	species group	subgenus	section	genus	subsection
1	genc2004artificial	Phyciodes phaon	Phyciodes phaon	OTT	species	Phyciodes phaon	100	615544	113352	OTT	615544	Phyciodes	581043	42277	phaon	615544	113352		Phyciodes phaon	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Nymphalinae	Melitaeini	Phyciodina						
3	hodin2000different	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
4	hodin2000different	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
5	hodin2000different	Drosophila simulans	Drosophila simulans	OTT	species	Drosophila simulans	100	660828	7240	OTT	660828	Drosophila	34907	7215	simulans	660828	7240		Drosophila simulans	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
6	hodin2000different	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
7	hodin2000different	Drosophila mauritiana	Drosophila mauritiana	OTT	species	Drosophila mauritiana	100	505718	7226	OTT	505718	Drosophila	34907	7215	mauritiana	505718	7226		Drosophila mauritiana	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
8	hodin2000different	Drosophila sechellia	Drosophila sechellia	OTT	species	Drosophila sechellia	100	1082282	7238	OTT	1082282	Drosophila	34907	7215	sechellia	1082282	7238		Drosophila sechellia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
9	hodin2000different	Drosophila yakuba	Drosophila yakuba	OTT	species	Drosophila yakuba	100	660820	7245	OTT	660820	Drosophila	34907	7215	yakuba	660820	7245		Drosophila yakuba	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
15	ueno1994comparative	Pimpla nipponica	Pimpla nipponica	OTT	species	Pimpla nipponica	100	390108	67752	OTT	390108	Pimpla	390110	67751	nipponica	390108	67752		Pimpla nipponica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
16	ueno1994comparative	Pimpla alboannulata	Pimpla alboannulata	OTT	species	Pimpla alboannulata	100	988819	495386	OTT	988819	Pimpla	390110	67751	alboannulata	988819	495386		Pimpla alboannulata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
17	ueno1994comparative	Pimpla pluto	Pimpla pluto	OTT	species	Pimpla pluto	100	3286690	1905492	OTT	3286690	Pimpla	390110	67751	pluto	3286690	1905492		Pimpla pluto	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
18	ueno1994comparative	Pimpla luctuosa	Pimpla luctuosa	OTT	species	Pimpla luctuosa	100	988810	495389	OTT	988810	Pimpla	390110	67751	luctuosa	988810	495389		Pimpla luctuosa	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
19	ueno1994comparative	Itoplectis naranyae	Itoplectis naranyae	OTT	species	Itoplectis naranyae	100	266598	220507	OTT	266598	Itoplectis	92030	65334	naranyae	266598	220507		Itoplectis naranyae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
20	ueno1994comparative	Itoplectis alternans spectabilis	Itoplectis	OTT	genus	Itoplectis	48	92030	65334	OTT	92030	Itoplectis	92030						Itoplectis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Pimplinae	Pimplini							
21	ware2008effects	Harmonia axyridis	Harmonia axyridis	OTT	species	Harmonia axyridis	100	258281	115357	OTT	258281	Harmonia	332966	115356	axyridis	258281	115357		Harmonia axyridis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccinellinae								
22	ware2008effects	Adalia bipunctata	Adalia bipunctata	OTT	species	Adalia bipunctata	100	965949	7084	OTT	965949	Adalia	965947	7083	bipunctata	965949	7084		Adalia bipunctata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccinellinae								
23	hill2002phylogenetic	Panacea bleuzeni	Panacea	OTT	genus	Panacea	61	502462	127360	OTT	502462	Panacea	502462						Panacea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Biblidinae	Ageroniini							
24	hill2002phylogenetic	Batesia hypochlora	Batesia hypochlora	OTT	species	Batesia hypochlora	100	451934	127305	OTT	451934	Batesia	451935	127304	hypochlora	451934	127305		Batesia hypochlora	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Biblidinae	Ageroniini							
25	mazurkiewicz2010differentiation	Pieris napi	Pieris napi	OTT	species	Pieris napi	100	731676	78633	OTT	731676	Pieris	167949	7115	napi	731676	78633		Pieris napi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
26	mazurkiewicz2010differentiation	Melitaea athalia	Mellicta athalia	OTT	species	Melitaea athalia	100	462648	113330	OTT	462648	Mellicta	445769	596672	athalia	462648	113330		Mellicta athalia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Nymphalinae	Melitaeini	Melitaeina						
27	ziegler2006lipid	Manduca sexta	Manduca sexta	OTT	species	Manduca sexta	100	116647	7130	OTT	116647	Manduca	845197	7129	sexta	116647	7130		Manduca sexta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Bombycoidea	Sphingidae	Sphinginae	Sphingini							
28	hodin2000plasticity	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
29	hodin2000plasticity	Drosophila sechellia	Drosophila sechellia	OTT	species	Drosophila sechellia	100	1082282	7238	OTT	1082282	Drosophila	34907	7215	sechellia	1082282	7238		Drosophila sechellia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
30	makert2006ovariole	Apis mellifera	Apis mellifera	OTT	species	Apis mellifera	100	461645	7460	OTT	461645	Apis	52851	7459	mellifera	461645	7460		Apis mellifera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
31	sadeghi2002relationship	Syrphus ribesii	Syrphus ribesii	OTT	species	Syrphus ribesii	100	250535	1124549	OTT	250535	Syrphus	910488	224255	ribesii	250535	1124549		Syrphus ribesii	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Syrphoidea	Syrphidae	Syrphinae	Syrphini					Aschiza		
32	tanton1984effects	Paropsis atomaria	Paropsis atomaria	OTT	species	Paropsis atomaria	100	612658	365045	OTT	612658	Paropsis	404208	217237	atomaria	612658	365045		Paropsis atomaria	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Chrysomelinae	Gonioctenini							
33	dunlap1977ovarian	Heliconius	Heliconius	OTT	genus	Heliconius	100	1050577	33416	OTT	1050577	Heliconius	1050577						Heliconius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Heliconiinae	Heliconiini							
34	dunlap1977ovarian	Dryas	Dryas	OTT	genus	Dryas	100	458064	33452	OTT	458064	Dryas	458064						Dryas	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Heliconiinae	Heliconiini							
35	stay1965protein	Hyalophora cecropia	Hyalophora cecropia	OTT	species	Hyalophora cecropia	100	691019	7123	OTT	691019	Hyalophora	691018	7122	cecropia	691019	7123		Hyalophora cecropia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Bombycoidea	Saturniidae	Saturniinae	Attacini							
36	konagaya2015estimates	Battus philenor	Battus philenor	OTT	species	Battus philenor	100	414404	42288	OTT	414404	Battus	414388	42287	philenor	414404	42288		Battus philenor	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Papilioninae	Troidini							
37	odendaal1989mature	Battus philenor	Battus philenor	OTT	species	Battus philenor	100	414404	42288	OTT	414404	Battus	414388	42287	philenor	414404	42288		Battus philenor	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Papilioninae	Troidini							
38	kobayashi1994ovarian	Neomicropteryx nipponensis	Neomicropteryx nipponensis	OTT	species	Neomicropteryx nipponensis	100	35659	245862	OTT	35659	Neomicropteryx	556554	245859	nipponensis	35659	245862		Neomicropteryx nipponensis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Zeugloptera				Micropterigidae									
39	kobayashi1994ovarian	Micropterix calthella	Micropterix calthella	OTT	species	Micropterix calthella	100	838218	41027	OTT	838218	Micropterix	838216	41026	calthella	838218	41027		Micropterix calthella	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Zeugloptera				Micropterigidae									
40	kobayashi1994ovarian	Hepialus	Hepialus	OTT	genus	Hepialus	100	797373	92010	OTT	797373	Hepialus	797373						Hepialus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Exoporia	Hepialoidea	Hepialidae									
41	kobayashi1994ovarian	Nemophera	Nemophora	OTT	genus	Nemophora	89	801145	233163	OTT	801145	Nemophora	801145						Nemophora	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Incurvarioidea	Adelidae									
42	kobayashi1994ovarian	Adela	Adela	OTT	genus	Adela	100	557832	30223	OTT	557832	Adela	557832						Adela	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Incurvarioidea	Adelidae									
43	kobayashi1994ovarian	Stigmella	Stigmella	OTT	genus	Stigmella	100	851201	431655	OTT	851201	Stigmella	851201						Stigmella	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Nepticuloidea	Nepticulidae	Nepticulinae	Nepticulini							
44	kobayashi1994ovarian	Agathiphaga	Agathiphaga	OTT	genus	Agathiphaga	100	663277	41189	OTT	663277	Agathiphaga	663277						Agathiphaga	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Aglossata				Agathiphagidae									
45	fitt1990comparative	Dacus jarvisi	Dacus	OTT	genus	Dacus	56	85817	43391	OTT	85817	Dacus	85817						Dacus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini					Schizophora		
46	fitt1990comparative	Dacus jarvisi	Dacus	OTT	genus	Dacus	56	85817	43391	OTT	85817	Dacus	85817						Dacus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini					Schizophora		
47	fitt1990comparative	Dacus jarvisi	Dacus	OTT	genus	Dacus	56	85817	43391	OTT	85817	Dacus	85817						Dacus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini					Schizophora		
48	fitt1990comparative	Dacus jarvisi	Dacus	OTT	genus	Dacus	56	85817	43391	OTT	85817	Dacus	85817						Dacus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini					Schizophora		
49	fitt1990comparative	Dacus tryoni	Bactrocera tryoni	OTT	species	Dacus tryoni	100	790065	59916	OTT	790065	Bactrocera	150620	27456	tryoni	790065	59916		Bactrocera tryoni	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini				Bactrocera subgenus Bactrocera	Schizophora		
50	fitt1990comparative	Dacus tryoni	Bactrocera tryoni	OTT	species	Dacus tryoni	100	790065	59916	OTT	790065	Bactrocera	150620	27456	tryoni	790065	59916		Bactrocera tryoni	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini				Bactrocera subgenus Bactrocera	Schizophora		
51	fitt1990comparative	Dacus tryoni	Bactrocera tryoni	OTT	species	Dacus tryoni	100	790065	59916	OTT	790065	Bactrocera	150620	27456	tryoni	790065	59916		Bactrocera tryoni	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Dacinae	Dacini				Bactrocera subgenus Bactrocera	Schizophora		
52	srinivasaeffect	Papilio demoleus	Papilio demoleus	OTT	species	Papilio demoleus	100	70458	76202	OTT	70458	Papilio	661370	7145	demoleus	70458	76202		Papilio demoleus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Papilioninae	Papilionini							
53	watanabe1988multiple	Papilio xuthus	Papilio xuthus	OTT	species	Papilio xuthus	100	613073	66420	OTT	613073	Papilio	661370	7145	xuthus	613073	66420		Papilio xuthus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Papilioninae	Papilionini							
54	wiktelius1985ovariole	Rhopalosiphum padi	Rhopalosiphum padi	OTT	species	Rhopalosiphum padi	100	954228	40932	OTT	954228	Rhopalosiphum	558542	40931	padi	954228	40932		Rhopalosiphum padi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Aphidoidea	Aphididae	Aphidinae	Aphidini							
55	eidmann1929morphologische	Psyche helix	Apterona helicoidella	OTT	species	Psyche helix	100	3032035		OTT	3032035	Apterona	3032036	1418774	helicoidella	3032035			Apterona helicoidella	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Tineoidea	Psychidae	Oiketicinae								
57	eidmann1929morphologische	Papilio machaon	Papilio machaon	OTT	species	Papilio machaon	100	1018322	76193	OTT	1018322	Papilio	661370	7145	machaon	1018322	76193		Papilio machaon	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Papilioninae	Papilionini							
59	eidmann1929morphologische	Aporia crataegi	Aporia crataegi	OTT	species	Aporia crataegi	100	881844	129397	OTT	881844	Aporia	881842	129396	crataegi	881844	129397		Aporia crataegi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
60	eidmann1929morphologische	Sphinx pinastri	Sphinx pinastri	OTT	species	Sphinx pinastri	100	535231	987436	OTT	535231	Sphinx	283216	119287	pinastri	535231	987436		Sphinx pinastri	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Bombycoidea	Sphingidae	Sphinginae	Sphingini							
61	eidmann1929morphologische	Dicranura vinula	Dicranura	OTT	genus	Dicranura	72	4241260		OTT	4241260	Dicranura	4241260						Dicranura	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Notodontidae									
62	eidmann1929morphologische	Daychira pudibunda	Calliteara pudibunda	OTT	species	Dasychira pudibunda	97	325722	875926	OTT	325722	Calliteara	325717	875925	pudibunda	325722	875926		Calliteara pudibunda	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Lymantriidae									
63	eidmann1929morphologische	Stilpnotia salicis	Leucoma salicis	OTT	species	Stilpnotia salicis	100	113154	688415	OTT	113154	Leucoma	671607	688414	salicis	113154	688415		Leucoma salicis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Lymantriidae									
64	eidmann1929morphologische	Lymantria monacha	Lymantria monacha	OTT	species	Lymantria monacha	100	956407	78897	OTT	956407	Lymantria	886833	13122	monacha	956407	78897		Lymantria monacha	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Lymantriidae									
65	eidmann1929morphologische	Dendrolimus pini	Dendrolimus pini	OTT	species	Dendrolimus pini	100	413584	151304	OTT	413584	Dendrolimus	413601	151303	pini	413584	151304		Dendrolimus pini	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Bombycoidea	Lasiocampidae	Lasiocampinae								
66	eidmann1929morphologische	Aglia tau	Aglia tau	OTT	species	Aglia tau	100	324391	469311	OTT	324391	Aglia	324393	469310	tau	324391	469311		Aglia tau	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Bombycoidea	Saturniidae	Agliinae								
67	eidmann1929morphologische	Acronicta aceris	Acronicta aceris	OTT	species	Acronicta aceris	100	866630	987859	OTT	866630	Acronicta	388400	56362	aceris	866630	987859		Acronicta aceris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Noctuidae	Acronictinae								
68	eidmann1929morphologische	Panolis piniperda	Panolis piniperda	OTT	species	Panolis piniperda	100	3195713		OTT	3195713	Panolis	757991	988140	piniperda	3195713			Panolis piniperda	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Noctuoidea	Noctuidae	Hadeninae								
69	eidmann1929morphologische	Bupalus piniarius	Bupalus piniaria	OTT	species	Bupalus piniarius	100	626092	104490	OTT	626092	Bupalus	53224	104489	piniaria	626092	104490		Bupalus piniaria	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Geometroidea	Geometridae	Ennominae								
70	hodin2009she	Apis andreniformis	Apis andreniformis	OTT	species	Apis andreniformis	100	461668	7464	OTT	461668	Apis	52851	7459	andreniformis	461668	7464		Apis andreniformis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
71	hodin2009she	Apis mellifera carnica	Apis mellifera carnica	OTT	subspecies	Apis mellifera carnica	100	892519	88217	OTT	892519	Apis	52851	7459	mellifera	461645	88217	carnica	Apis mellifera carnica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
72	hodin2009she	Apis mellifera caucasica	Apis mellifera caucasica	OTT	subspecies	Apis mellifera caucasica	100	691738	200407	OTT	691738	Apis	52851	7459	mellifera	461645	200407	caucasica	Apis mellifera caucasica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
73	hodin2009she	Apis mellifera lingustica	Apis	OTT	genus	Apis	28	52851	7459	OTT	52851	Apis	52851						Apis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
74	hodin2009she	Apis mellifera mellifera	Apis mellifera mellifera	OTT	subspecies	Apis mellifera mellifera	100	13206	44477	OTT	13206	Apis	52851	7459	mellifera	461645	44477	mellifera	Apis mellifera mellifera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
